RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11
66136,20012,Washington,DC,Washington,District of Columbia,6278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,185100,185300,187200,188800,189700,191000,193600,197100,201200,205000,210100,215900,219500,219800,218900,217700,217500,219700,223600,229000,234000,237800,242500,248100,253300,258400,262900,265800,269100,272100,273200,272700,272400,273900,278200,282200,283400,285800,289300,290800,292000,296600,303200,308800,311600,313700,318500,325600,334500,343300,352600,361800,368500,371300,373100,375700,380500,385500,389600,395600,403700,412000,424400,442600,462800,479300,489700,496100,502000,507300,511700,514400,512300,507200,503300,501100,500900,501900,502500,505500,510700,513900,514200,514300,513700,512300,511200,508800,503300,495600,492400,494400,497900,501000,503600,505700,510000,515400,516100,516200,517000,515700,511200,504600,497300,491300,488000,486100,484300,482400,478400,472400,465700,463600,467000,472100,472200,470900,469900,467700,463500,458200,453600,451300,450100,455900,464900,468200,469100,474000,477300,477700,478200,479000,480100,478400,477000,472300,462900,456700,459000,459400,453900,448500,447900,451200,455500,458600,461100,463800,468000,469300,467300,465600,468000,471600,474400,475400,475600,476600,480100,483800,484700,486200,488500,493700,503300,510400,511700,513600,520900,531000,541900,550300,558600,567400,574300,577700,579400,583800,589200,593900,594800,594400,596500,599500,599900,601000,604400,605600,609200,618800,628800,634900,641100,648300,654000,655800,654100,650400,649700,652500,655500,657900,662300,667100,671300,678200,685600
66135,20011,Washington,DC,Washington,District of Columbia,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121700,121900,122100,122800,123800,124900,126100,127100,127900,128900,130000,132000,134400,135900,136500,137100,136700,136000,135900,136400,137000,137800,139200,141700,144600,147800,150700,152900,154400,155900,157600,159400,161200,163300,165600,168900,172800,176200,178800,181400,184200,188000,192600,196200,200600,206100,211200,214300,216000,216900,218800,221600,224700,228000,231800,236700,242100,246900,252200,259100,266800,274000,280800,287700,294300,300800,306600,311500,315700,320300,324900,330200,336800,343200,348000,353100,359400,365600,369900,372900,374600,375600,376800,378400,379500,380900,383000,384700,385800,386800,387500,389000,392000,394600,394900,393400,392300,391800,391100,389800,387600,384200,378500,373100,369600,366900,363700,360500,357700,354300,350000,345400,341400,338400,335000,330300,326300,324200,321700,317600,313000,309400,307100,305300,303800,300700,302400,308100,310500,308800,310500,313800,315500,315600,316000,318100,321100,325800,328900,328000,325400,325200,324600,321900,318000,314700,311700,310600,310000,309000,309000,311400,314100,315400,316000,317500,321300,327800,334800,339000,341100,344300,348000,350800,352700,354600,358300,364500,370800,376500,382200,388300,395300,403200,409800,415000,421000,428200,433800,438500,443800,448800,453200,455600,455800,456000,456100,455300,458200,466000,476400,487500,498000,504200,506200,506700,507900,510700,513500,516100,518300,518600,514700,511900,512000,514800,520000,527100,533600,538900
66134,20010,Washington,DC,Washington,District of Columbia,2336,,,,,,,,,,,,,,,,,,,,,,,,,,,137000,139300,138400,136500,134300,132200,130100,128800,127800,126100,123800,122700,122000,120700,120000,121200,123600,125800,127500,128900,130800,133100,136100,140700,145200,146900,146400,146400,146800,147100,147400,148200,149800,151500,152900,154600,156700,159500,162600,164900,166700,168700,171200,174700,180000,186800,193400,199400,205900,212500,218100,222600,227200,233800,241300,246200,250000,254500,260800,267300,272400,276200,279800,284300,288600,293300,298500,303800,307500,311500,316200,323400,333100,342900,352900,362800,370600,376900,384300,391200,395600,398000,399900,402700,407000,411400,412600,412700,415900,420400,422300,423100,425300,427700,427900,425700,422300,421700,424800,429000,431100,431600,429700,427400,427000,429100,431000,432800,433900,434300,434600,434800,434600,434300,431300,427000,423900,420300,414900,409700,406000,402000,396500,391000,387500,384100,383000,385400,388400,389400,390400,391300,392600,394700,397700,399900,400700,398000,401500,411100,416800,417000,419800,421200,418600,414700,413300,413400,413900,418500,421200,416900,411600,411500,412100,409900,406600,405100,405100,405800,406600,407700,409200,412000,415400,418700,422800,428800,436300,443200,447700,450400,453600,457300,459800,462500,465900,468500,469000,471300,476800,483200,488800,496400,504600,511700,515800,518400,521000,526800,535300,544100,550500,555100,558800,561300,563000,564900,566500,568900,575400,583400,590600,599900,611100,620200,626700,631600,634800,638800,641500,640900,639300,637700,635600,636500,640600,641900,640100,640000,642300,643500
66133,20009,Washington,DC,Washington,District of Columbia,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153500,154700,155900,157500,159400,161800,165700,170500,175000,178700,182100,186900,192400,195000,194600,193800,193300,192300,192800,194400,195600,196700,199400,204500,211500,218900,224700,229400,233700,238400,242400,246800,251900,257500,262400,268700,276000,281500,285700,290500,295300,300900,306000,310000,314600,320000,323300,324900,325800,326700,328200,331500,335300,339100,343700,349600,355300,360600,366100,372700,380300,388800,398400,407200,413600,418100,421800,424100,424800,425800,427600,429500,431500,433700,435700,438900,444600,450100,452900,454200,456200,456900,455900,453900,451600,449600,448400,446500,443400,439800,437100,437000,438200,439500,440900,442900,445100,447400,449200,449700,449700,449500,448500,446900,445800,444300,442400,440600,439000,436900,434600,432000,429900,427900,425400,422200,420200,419600,418600,416800,414700,413100,412500,413400,414800,415900,419300,423800,426500,428300,431100,433600,434200,433200,431500,430000,428900,431000,432300,429600,425700,425300,426500,426000,424800,425400,426200,426500,426300,426400,428700,432900,435800,437000,437700,438600,440500,443100,445300,446600,448000,449300,450600,452100,453800,455900,458500,462500,466700,470400,474600,480400,485100,487900,489500,492300,495900,499000,500700,502100,503900,505800,506200,505900,507400,509700,511900,513500,514900,515700,516700,518200,520600,522900,524200,524500,524500,524300,523800,524000,524900,525700,526400,529200,533000,534600,536100,539700,543500,546100
66132,20008,Washington,DC,Washington,District of Columbia,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292000,298400,303700,309300,313800,317000,320600,328000,333300,335000,338100,346500,355300,362700,367400,369600,369500,369500,370900,373900,378600,381900,388500,401500,413000,417400,421500,426400,430900,434100,437900,442000,444300,447400,452300,459500,466200,471000,475300,480900,486600,493700,501500,507200,514400,522100,527700,531200,534300,537600,541100,547100,554200,564200,575500,587000,596900,604100,608000,615300,626200,636600,646100,657700,667400,670400,671900,676400,679300,678200,680200,684500,692000,697100,698900,697100,700400,707100,712200,711500,713000,717700,719300,714000,707600,704700,702200,698000,692200,690000,689200,690300,695100,704500,712900,716100,712200,708700,711900,718400,721500,719600,717400,714500,706800,697100,689100,682800,680400,680900,677900,672400,670200,668600,663900,658600,655300,651900,647400,645300,646300,647700,648400,648000,648400,649900,649000,647700,648800,651200,654200,659100,662200,662200,661100,662500,661100,661200,664000,665100,663300,666900,671900,673100,671400,671100,672400,674600,675500,673700,675800,681800,686200,687700,689300,689600,690700,693400,695100,695500,697200,699600,704100,710000,715700,717700,720900,725700,728600,729800,734000,740400,746100,750600,753400,755800,757400,759600,762000,761300,761200,764400,766500,767400,772300,775800,777700,782200,786200,784800,782100,787300,797300,803000,803200,802100,800800,804300,802200,794500,793200,795500,798800,809400,821200,820100,818900,820600,821900,819300
66131,20007,Washington,DC,Washington,District of Columbia,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302600,306400,308400,312500,317100,321600,327300,335400,344900,355100,364700,374200,381500,386000,389800,392900,393700,393400,393900,393600,393000,393200,396800,406400,418600,429000,437500,444800,450600,457600,464400,469900,475600,481800,489100,499900,510800,518800,525500,530800,534400,541400,552300,561300,568300,572900,574700,576200,578800,581100,583500,589600,596800,602000,607200,616900,629700,643200,653100,658600,665500,675200,684300,693400,703700,711300,716200,719600,721900,725100,731600,739700,748800,755200,756700,756300,758400,761100,762800,762300,760500,757200,755000,755300,755900,756600,758500,760100,761500,762900,763700,765200,769000,772200,771700,769700,767500,766300,766200,767800,767500,764600,761300,761400,762400,761600,760800,761000,760000,757300,753900,751500,750800,749900,746500,742400,740500,738800,735500,730700,728000,728300,731200,732400,732900,734600,738100,740000,739100,740900,745500,749400,749700,749900,750000,750100,749200,752900,756000,753400,747600,747000,748000,747400,745000,742800,740400,739400,737800,736000,738700,745200,750000,750900,751000,751200,753100,755700,757800,758000,757700,757000,759100,764200,769400,773000,776200,781500,786400,789700,796100,807500,817100,822300,825700,829700,834900,839200,843700,849500,855600,859300,860300,859300,859600,860600,862700,866100,871400,876400,883200,890200,898100,904700,909100,911400,918600,928800,930100,921000,914800,914400,913700,914400,918000,920000,919300,918700,919000,918900
66129,20005,Washington,DC,Washington,District of Columbia,4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153100,157000,161400,165200,167900,169500,172800,177500,180400,180000,179900,184000,188400,189200,185800,184000,183800,181500,179700,182000,184500,183900,184000,187400,189200,189800,194100,203100,211400,218300,222100,224600,227300,232900,238800,245200,254300,265300,272900,277500,280700,284200,287300,289100,294000,299100,300300,301400,306600,310800,314200,317700,321200,325700,332100,338200,344400,348500,354100,361000,367000,370200,374700,379100,384800,389700,392400,393700,394700,395900,396500,398600,404200,410100,412400,413800,416500,418900,421200,422900,424600,425900,426300,423500,417500,411600,407700,404000,401000,399400,398100,398100,400400,403500,405000,405800,407100,409500,411900,413600,413400,412700,411100,410000,408700,407200,405800,405000,403000,400600,399800,400500,400700,398900,393000,385100,380000,378000,376600,375000,373800,374500,376600,378400,380200,380500,387900,400400,406800,407500,411900,416500,417900,417500,415600,412600,409400,411100,412700,409900,406800,408500,409200,406700,404600,405000,405400,406700,408100,409100,410000,411600,412500,411600,411000,412500,414900,417100,420000,421400,422100,422500,423200,424500,426500,427200,426300,427800,433200,438600,441600,444700,448400,451900,454400,456800,460700,466500,472000,476400,478500,477600,476000,475300,474800,474800,474800,475200,477200,479500,481100,483800,486400,487400,486700,485700,486100,487500,487300,484900,482600,482300,482500,482800,483600,484100,484700,485500,487100,488500
66128,20004,Washington,DC,Washington,District of Columbia,10336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190400,192300,196100,200200,204200,217200,232400,233500,227500,225700,227900,232300,237300,240500,242600,245800,249200,251400,252300,253000,252700,254600,259700,268200,275200,280900,290100,299100,303100,304900,310800,318500,325300,330000,333700,334800,336200,340000,344200,347600,352000,354900,357200,360800,366700,371100,370000,368200,371700,376000,375900,377800,380600,381400,379000,377500,375200,374300,379200,387800,394000,397700,399100,397000,395700,397200,400200,403000,405300,408100,410800,410300,407300,405400,404200,402100,399600,397000,395400,395500,397100,398400,398200,395500,392200,390200,389600,389600,389500,388100,386700,385100,383600,382600,382700,382200,382200,383200,385400,386400,384700,381400,380300,382400,384100,383600,382600,382300,380600,378200,376400,377000,379200,381400,380900,380700,381300,382100,382200,384800,386400,385000,382700,384100,388300,392800,396700,396800,394300,392100,389800,389200,394300,401100,406900,411200,413600,415200,414700,412000,412300,414500,415500,415000,414200,413700,413300,412400,413000,417100,422600,428400,433300,437200,440600,443800,446300,449600,452000,452800,453100,452600,450700,448600,445900,443500,442800,443000,443400,443700,445700,447900,450000,451400,453900,456100,456700,458100,461100,462500,462600,461800,458100,453500,450000,449300,451100,453200,454900,457200,460000,462600
66127,20003,Washington,DC,Washington,District of Columbia,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000,165700,166500,167000,167700,169700,172200,175100,178500,181200,182900,185600,187900,188400,188100,187800,187500,186800,186900,188300,189700,189800,190500,194900,201500,207400,211500,215800,219600,225100,231700,237400,240900,245000,251300,260000,268100,273600,278500,283500,288100,293100,299100,305400,312100,318500,322900,326700,329600,331400,333900,338300,343300,347300,350600,356200,364000,370700,376000,380500,386600,395300,405500,415100,424100,433300,441900,447900,452400,458300,467000,477600,487900,495700,501000,504700,507400,509800,510400,508500,508100,508900,507200,504800,505500,506600,507200,508400,511400,514200,516700,518900,521700,522500,520100,517100,515500,513800,511300,509200,507700,506000,502700,500500,499200,496900,494500,493200,490400,487500,485500,484500,484600,483900,481900,480800,480100,479300,478500,476600,474800,475000,476400,477300,478000,477700,480600,485600,489800,494600,501900,506500,506500,506400,507000,507400,505400,504600,502600,497900,491900,490500,491600,491400,490300,490600,492000,493500,494300,496100,500700,506300,509700,510500,509800,510800,513700,517100,520200,522200,523800,525900,529100,532200,535000,538200,542200,547400,552900,556100,558400,565200,575400,584800,590900,596600,603400,610000,615300,620500,627000,633500,638200,638100,635400,634300,634900,635200,639200,646100,653300,661000,670300,677500,681600,682900,685600,689900,692800,692100,691600,692400,693400,697000,701200,703200,705100,709700,714100,717100
66126,20002,Washington,DC,Washington,District of Columbia,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366700,366300,365900,365900,364700,366300,366000,361300,356100,356100,358000,359500,360800,361500,361200,362800,366300,369500,371200,371500,372100,373900,375400,376800,378300,380000,383000,385700,387600,389500,391000,392500,395700,399900,403800,409600,415600,421300,427300,434700,441500,446900,448900,450800,455300,461300,464900,466800,470000,475600,482200,488500,494700,501000,504400,505600,509100,516300,527000,541400,555100,563800,567700,569100,570600,575700,580900,583200,584400,586400,585700,582700,581900,585400,590800,592100,590800,589600
66125,20001,Washington,DC,Washington,District of Columbia,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141100,143900,146500,148500,150100,151100,153300,156300,158500,158500,157500,158700,160500,159300,155300,152600,151700,149800,149400,152200,155100,155500,156000,158400,161600,164400,167000,169300,171100,174200,177300,179800,184200,189900,195000,201500,210400,218600,225100,230200,236700,245200,252400,256200,258900,261800,265800,270900,276700,281900,285800,289300,293400,297900,302500,307200,312700,319000,324100,328000,333800,340900,349300,358200,365800,371100,375900,380300,385100,390600,396000,401400,407300,412600,416600,420400,424300,428600,432500,435600,437300,438700,439500,439700,438200,437100,438100,439200,438400,437200,437400,437900,437700,436700,435700,435100,434200,432900,430700,429000,429100,429000,425700,422000,419700,417700,415200,412600,411000,410200,409700,409200,408300,405800,402800,400700,400400,399600,396700,392900,390000,388200,387500,386600,385300,384200,387200,392500,395400,397800,404000,411000,414100,414600,414400,414600,414700,417200,418200,415400,412400,413200,414600,414500,414700,415900,416500,417000,417100,417400,419400,422000,424200,426700,430000,433200,436100,439800,444600,447900,449700,451200,454300,459100,463200,464800,465300,467900,472900,478000,482300,489000,497900,507000,514500,521600,528500,534900,540500,546500,550200,551800,554400,556100,555700,555700,556600,558200,562800,568300,571200,574000,579600,585200,587800,590700,598000,606300,609000,607800,605300,603900,604100,605700,607400,609500,610900,613300,617400,620800
