X,Y,OBJECTID,NAME,WEB_URL,RELIGION,ADDRESS,XCOORD,YCOORD,PLACE_OF_WORSHIP,Is_Place_Of_Worship,GIS_ID,ADDRID
-76.965162718178163,38.934651870702552,296,MOUNTAIN OF FIRE MIRACLES,MFMWASHINGTONDC.ORG,CHRISTIAN,3010 RHODE ISLAND AVE NE # C,403020.65,140751.66,CHURCHES,1,,
-76.96223507094318,38.92794463560395,297,MT HOREB BAPTIST CHURCH,MTHOREB.ORG,CHRISTIAN,2914 BLADENSBURG RD NE,403274.79,140007.2,CHURCHES,1,,
-76.961252017203307,38.873619672086214,298,APOSTOLIC FAITH CHURCH,APOSTOLICFAITHDC.ORG,CHRISTIAN,1325 BRANCH AVE SE,403362.59,133976.73,CHURCHES,1,,
-76.987379310325707,38.937489491140134,299,SERVANTS OF THE LORD,,CHRISTIAN,1326 QUINCY ST NE,401094.39,141066.16,CHURCHES,1,,
-76.99146560493439,38.929333020946856,300,GUIDING STAR BAPTIST CHURCH,GUIDINGSTARBAPTIST.ORG,CHRISTIAN,1025 JACKSON ST NE,400740.2,140160.68,CHURCHES,1,,
-76.991673889841408,38.934272200956528,301,GUILDFIELD BAPTIST CHURCH,MAPQUEST.COM,CHRISTIAN,1023 OTIS ST NE,400722.09,140708.97,CHURCHES,1,,
-76.934749241930604,38.880582894553505,302,FAITH BIBLE CHURCH,,CHRISTIAN,4625 G ST SE,405661.84,134751.01,CHURCHES,1,,
-76.960023576948672,38.882651526064031,303,FAITH SHEPARD BAPTIST CHURCH,,CHRISTIAN,3233 E ST SE,403468.75,134979.38,CHURCHES,1,,
-76.967847781043005,38.923665201205459,304,WHOLE TRUTH CHR-THE LORD JESUS,,CHRISTIAN,2800 DOUGLAS ST NE,402788.28,139531.96,CHURCHES,1,,
-76.978851563034866,38.946077394381135,305,UNION WESLEY AME ZION CHURCH,,CHRISTIAN,1860 MICHIGAN AVE NE,401833.51,142019.63,CHURCHES,1,,
-76.926866833482194,38.898084120017245,306,SARGENT MEMORIAL PRESBYTERIAN,SARGENT-MEMORIAL-PC.COM,CHRISTIAN,5109 NANNIE HELEN BURROUGHS AVENUE NE,406344.22,136694.3,CHURCHES,1,,
-76.936617498555961,38.904147579321098,307,MACEDONIA COMMUNITY CHURCH,,CHRISTIAN,1026 46TH ST NE,405497.92,137366.76,CHURCHES,1,,
-76.924963347170873,38.898742865790595,308,MACEDONIA HOLY CHURCH,,CHRISTIAN,707 DIVISION AVE NE,406509.28,136767.56,CHURCHES,1,,
-76.918190389099493,38.898768767462073,309,NEW MT OLIVE BAPTIST CHURCH,,CHRISTIAN,710 58TH ST NE,407096.8,136770.94,CHURCHES,1,,
-76.92227851658042,38.899764550794131,310,NEW ZION PENTECOSTAL CHURCH,,CHRISTIAN,5425 JAMES PL NE,406742.08,136881.17,CHURCHES,1,,
-76.94107011167678,38.892644876981194,311,NEW GROVE BAPTIST CHURCH,NEWGROVEBC.ORG,CHRISTIAN,4242 BENNING RD NE,405112.53,136089.61,CHURCHES,1,,
-76.945047620902926,38.899230311622155,312,NEW JERUSALEM TEMPLE,TEMPLENEWJERUSALEM.ORG,CHRISTIAN,4024 GAULT PL NE,404767.03,136820.43,CHURCHES,1,,
-76.964535394389245,38.875983348570387,313,NEW LIFE WORLD ASSEMBLIES,,CHRISTIAN,3001 M ST SE,403077.57,134239,CHURCHES,1,,
-76.942382796468735,38.870677488966479,314,NEW MACEDONIA BAPTIST CHURCH,TNMBC.ORG,CHRISTIAN,4115 ALABAMA AVE SE,405000.19,133650.99,CHURCHES,1,,
-76.928785495680387,38.903782373360009,315,NEW MORNING STAR BAPTIST CHR,NEWMORNINGSTARBAPTIST.ORG,CHRISTIAN,5016 SHERIFF RD NE,406177.29,137326.72,CHURCHES,1,,
-76.939913884166458,38.892178735189077,316,NEW MT CALVARY MSSNRY BAPT CHR,,CHRISTIAN,4270 BENNING RD NE,405212.87,136037.93,CHURCHES,1,,
-76.92687302827791,38.886417827089524,317,MENTROTONE BAPTIST CHURCH,METROTONE-BAPTIST-CHURCH.PLACESTARS.C,CHRISTIAN,5126 B ST SE,406344.72,135399.25,CHURCHES,1,,
-76.981161564878377,38.929530627912271,318,CONCORD BAPTIST CHURCH,,CHRISTIAN,3108 17TH ST NE,401633.64,140182.75,CHURCHES,1,,
-76.982204169068808,38.940989531420591,319,MICHIGAN PARK CHRISTIAN CHURCH,MICHIGANPARKCC.COM,CHRISTIAN,1600 TAYLOR ST NE,401542.99,141454.77,CHURCHES,1,,
-76.96954777407889,38.924070130160032,320,KEDUS GABRIEL ETHIOPIAN ORTHDX,,CHRISTIAN,2601 EVARTS ST NE,402640.85,139576.86,CHURCHES,1,,
-76.987676501132725,38.864344986689844,321,NEW COVENANT BAPTIST CHURCH,REFRESHINGSPRINGMINISTRIES.ORG,CHRISTIAN,1301 W ST SE,401069.72,132946.53,CHURCHES,1,,
-76.977842209537343,38.847666410637153,322,NEW IMAGE COMMUNITY BAPTIST,NEWIMAGECBC.ORG,CHRISTIAN,1839 ALABAMA AVE SE,401923.66,131095.25,CHURCHES,1,,
-76.989382942016803,38.943580377128292,323,JOSEPHITE PASTORAL CTR,JOSEPHITEPASTORALCENTER.ORG,CHRISTIAN,1200 VARNUM ST NE,400920.6,141742.28,CHURCHES,1,,
-76.960983443775461,38.870788961680752,324,SOUTHEAST CHRISTIAN FELLOWSHIP,SECF3140.ORG,CHRISTIAN,3140 Q ST SE,403386.03,133662.51,CHURCHES,1,,
-76.982449817389252,38.862904502829835,325,VICTORY DELIVERANCE TEMPLE,VICTORYDELIVERANCETEMPLE.COM,CHRISTIAN,2224 16TH ST SE,401523.36,132786.7,CHURCHES,1,,
-76.98787735664196,38.937506569529504,326,MONASTERY OF THE HOLY CROSS,,CHRISTIAN,1302 QUINCY ST NE,401051.21,141068.05,CHURCHES,1,,
-76.973529940179603,38.872436963837508,327,GALILEE BAPTIST CHURCH,,CHRISTIAN,2252 MINNESOTA AVE SE,402297.2,133845.06,CHURCHES,1,,
-76.979804054485797,38.932255955318467,328,PURITY PENTECOSTAL MINISTRY,,CHRISTIAN,3400 18TH ST NE,401751.28,140485.31,CHURCHES,1,,
-76.939919622911233,38.906717515531561,329,ZION BAPTIST CHURCH EASTLAND,,CHRISTIAN,1234 KENILWORTH AVE NE,405211.31,137651.85,CHURCHES,1,,
-76.921083965559447,38.897787224481803,330,RIGHTEOUS CHURCH OF GOD,RCGMINISTRIES.ORG,CHRISTIAN,616 56TH ST NE,406845.89,136661.76,CHURCHES,1,,
-76.913863581314374,38.894284083436808,331,PERFECTION OF THE SAINTS,,CHRISTIAN,6041 DIX ST NE,407472.6,136273.45,CHURCHES,1,,
-76.935979429154557,38.902546536455581,332,PILGRIM REST BAPTIST CHURCH,PILGRIMRESTBAPTISTDC.ORG,CHRISTIAN,4611 SHERIFF RD NE,405553.39,137189.07,CHURCHES,1,,
-76.938016510272774,38.903105072139148,333,FIRST BAPTIST CHR OF DEANWOOD,THEFIRSTBAPTISTCHURCHOFDEANWOOD.ORG,CHRISTIAN,1008 45TH ST NE,405376.65,137250.95,CHURCHES,1,,
-76.930585633740421,38.886809975277501,334,FIRST BAPTIST CHR-MARSHALL HTS,,CHRISTIAN,4934 B ST SE,406022.58,135442.53,CHURCHES,1,,
-76.956515337067657,38.885719159667538,335,FIRST BAPTIST CHURCH/SOUTHEAST,FBC-DC.ORG,CHRISTIAN,3440 MINNESOTA AVE SE,403772.98,135320.05,CHURCHES,1,,
-76.923825514539729,38.883214748861974,336,FIRST NATIONAL BAPTIST CHURCH,,CHRISTIAN,5400 D ST SE,406609.42,135043.9,CHURCHES,1,,
-76.939943271690353,38.879998783999064,337,FIRST ROCK BAPTIST CHURCH,FIRSTROCKBAPTISTCHURCH.ORG,CHRISTIAN,4630 ALABAMA AVE SE,405211.21,134685.86,CHURCHES,1,,
-76.993862800580089,38.844020292559208,338,GREATER FELLOWSHIP FULL GOSPEL,GREATERFELLOWSHIPDC.ORG,CHRISTIAN,814 ALABAMA AVE SE,400532.98,130690.29,CHURCHES,1,,
-76.962109299053878,38.928718679341181,339,DEBRE MEHERET ST MICHAEL'S,,CHRISTIAN,3010 EARL PL NE,403285.66,140093.13,CHURCHES,1,,
-76.988726978935446,38.937451433677111,340,POOR CLARES OF PERPETUAL ADRTN,,CHRISTIAN,3900 13TH ST NE,400977.55,141061.92,CONVENTS & MONASTERIES,1,,
-76.981647727353035,38.857641208740823,341,OUR LADY OF PERPETUAL HELP CATHOLIC CHURCH,OLPHSEDC.ORG,CHRISTIAN,1600 MORRIS RD SE,401593.09,132202.45,CHURCHES,1,,
-76.926791694660423,38.883907499068314,342,MIRACLE TEMPLENON,MIRACLETEMPLEMINISTRIES.ORG,CHRISTIAN,5219 CALL PL SE,406352,135120.59,CHURCHES,1,,
-77.004446910307621,38.841594123678142,343,ASSUMPTION RC CHURCH,ASSUMPTIONDC.ORG,CHRISTIAN,220 HIGHVIEW PL SE,399614.14,130420.96,CHURCHES,1,,
-76.942311960330841,38.89415863321215,344,WARD MEMORIAL AME CHURCH,WARDAMECDC.ORG,CHRISTIAN,241 42ND ST NE,405004.69,136257.58,CHURCHES,1,,
-76.927642914562185,38.903857341524464,345,LITTLE ROCK CHURCH OF CHRIST,,CHRISTIAN,5030 SHERIFF RD NE,406276.39,137335.12,CHURCHES,1,,
-76.959714052848327,38.868276625899867,346,RYLAND-EPWORTH UNITED MTHDST,,CHRISTIAN,3200 S ST SE,403496.31,133383.67,CHURCHES,1,,
-76.923946342929327,38.901990984112338,347,CONTEE AME ZION CHURCH,CONTEEAMEZ.ORG,CHRISTIAN,903 DIVISION AVE NE,406597.2,137128.2,CHURCHES,1,,
-76.994377286047367,38.941540706796509,348,RELIGIOUS THE SACRED HEART,,CHRISTIAN,821 VARNUM ST NE,400487.65,141515.82,CHURCHES,1,,
-76.920548623371886,38.901296790660624,349,CHURCH OF THE INCARNATION,INCARNATIONDC.ORG,CHRISTIAN,880 EASTERN AVE NE,406891.99,137051.39,CHURCHES,1,,
-76.920785236447358,38.895645552832406,350,CHURCH OF OUR LORD JESUS CHRIST,,CHRISTIAN,420 56TH ST NE,406872.01,136424.04,CHURCHES,1,,
-76.970285218631204,38.856892611880959,351,ALLEN CHAPEL AFRICAN MTHDST,ACAMEC.ORG,CHRISTIAN,2498 ALABAMA AVE SE,402579.33,132119.61,CHURCHES,1,,
-76.925779184635502,38.890542345373468,352,HUGHES MEMORIAL UNITED MTHDST,HUGHESMEMORIAL.ORG,CHRISTIAN,25 53RD ST NE,406439.25,135857.18,CHURCHES,1,,
-76.929024950948744,38.888833311001825,353,LEADING COMMANDMENT CHURCH,,CHRISTIAN,5023 CENTRAL AVE SE,406157.81,135667.24,CHURCHES,1,,
-76.977502377163731,38.928090722720505,354,INTERNATIONAL HOUSE OF PRAYER,,CHRISTIAN,1915 RHODE ISLAND AVE NE,401950.96,140022.98,CHURCHES,1,,
-76.98935494987083,38.92168766822833,355,ISRAEL BAPTIST CHURCH,ISRAELBAPTISTCHURCH.ORG,CHRISTIAN,1251 SARATOGA AVE NE,400923.31,139312,CHURCHES,1,,
-76.994288059942988,38.922141942848008,356,GREAT MT CALVARY HOLY CHURCH,GMCNATION.ORG,CHRISTIAN,610 RHODE ISLAND AVE NE,400495.52,139362.39,CHURCHES,1,,
-76.994588102297655,38.86304721840029,357,REVIVAL TEMPLE FULL GOSPEL CHR,REVIVALTEMPLECHURCH.ORG,CHRISTIAN,2431 SHANNON PL SE,400469.89,132802.41,CHURCHES,1,,
-76.971856958899679,38.856565905279318,358,EMMANUEL BAPTIST CHURCH,EMMANUELBAPTISTDC.ORG,CHRISTIAN,2409 AINGER PL SE,402442.92,132083.3,CHURCHES,1,,
-76.951031213043279,38.891247684172626,359,ST JUDAH BAPTIST CHURCH,,CHRISTIAN,43 ANACOSTIA RD NE,404248.46,135934,CHURCHES,1,,
-76.927385508246033,38.887177373430347,360,ST LUCILLE AME ZION CHURCH,MAPQUEST.COM,CHRISTIAN,5100 ASTOR PL SE,406300.19,135483.53,CHURCHES,1,,
-76.975860918829866,38.851443436224891,361,HIS CHURCH,,CHRISTIAN,2000 STANTON TER SE,402095.54,131514.57,CHURCHES,1,,
-76.93705402866965,38.887893565071984,362,GOSPEL ARK TEMPLE BIBLEWAY CHR,,CHRISTIAN,4551 BENNING RD SE,405461.3,135562.41,CHURCHES,1,,
-76.935460254110239,38.898897414032625,363,HIGHER PRAISE MINISTRIES,,CHRISTIAN,4625 GAULT PL NE,405598.71,136784.02,CHURCHES,1,,
-76.934749241930604,38.880582894553505,364,JONES MEMORIAL UNITED MTHDST,,CHRISTIAN,4625 G ST SE,405661.84,134751.01,CHURCHES,1,,
-76.937452359085356,38.899219825915651,365,HOLY TRINITY UNITED BAPTIST,HOLYTRINITYUNITEDBAPTISTCHURCH.COM,CHRISTIAN,4504 GAULT PL NE,405425.88,136819.69,CHURCHES,1,,
-76.91804448841485,38.896422706059134,366,HOLY TRUTH-GOD IN CHRIST JESUS,,CHRISTIAN,514 58TH ST NE,407109.69,136510.52,CHURCHES,1,,
-76.98883981520207,38.949043489667908,367,DEEPER LIFE BIBLE CHURCH,DEEPERLIFEDC.ORG,CHRISTIAN,4915 SARGENT RD NE,400967.61,142348.74,CHURCHES,1,,
-76.970543157076733,38.868672085783992,368,MT CALVARY HOLY EVANGELISTIC,MCHEC.ORG,CHRISTIAN,2504 NAYLOR RD SE,402556.52,133427.21,CHURCHES,1,,
-76.927347297650215,38.88938611481894,369,EPISCOPAL CHURCH OF THE ATONEMENT,ATONEMENTEPISCOPALCHURCH.ORG,CHRISTIAN,5073 E CAPITOL ST SE,406303.31,135728.72,CHURCHES,1,,
-76.921526430657451,38.893990404400689,370,EVERGREEN BAPTIST CHURCH,,CHRISTIAN,325 55TH ST NE,406807.87,136240.25,CHURCHES,1,,
-76.994984428333552,38.858675178956695,371,MATTHEWS MEMORIAL BAPTIST CHR,MMBCDC.ORG,CHRISTIAN,2616 MARTIN LUTHER KING JR AVE,400435.52,132317.08,CHURCHES,1,,
-76.958621265316722,38.862607067858242,372,EAST WASHINGTON HEIGHTS BAPTIST CHURCH,EWHBC.ORG,CHRISTIAN,2220 BRANCH AVE SE,403591.43,132754.35,CHURCHES,1,,
-76.994695868822603,38.859491419510334,373,CAMPBELL A M E CHURCH,CAMPBELLAME.ORG,CHRISTIAN,2562 MARTIN LUTHER KING JR AVE,400460.56,132407.69,CHURCHES,1,,
-76.957737524374224,38.884776520470574,374,MT ENON MISSIONARY BAPTIST,,CHRISTIAN,329 34TH ST SE,403666.99,135215.36,CHURCHES,1,,
-76.95597165616644,38.864059246872323,375,CHRISTIAN PRAISE CHURCH,,CHRISTIAN,3628 ALABAMA AVE SE,403821.31,132915.66,CHURCHES,1,,
-76.982974934085263,38.866560105551983,376,CHURCH IN THE LORD JESUS,,CHRISTIAN,1524 GOOD HOPE RD SE,401477.71,133192.49,CHURCHES,1,,
-76.953703096929189,38.866948989826611,377,CHURCH OF JESUS CHRIST,COJC.ORG,CHRISTIAN,3456 PENNSYLVANIA AVE SE,404018.03,133236.54,CHURCHES,1,,
-76.926497891937785,38.884257921031171,378,ST JOHN BAPTIST CHURCH,,CHRISTIAN,5228 CALL PL SE,406377.46,135159.51,CHURCHES,1,,
-76.993253177286832,38.861403112396481,379,BETHLEHEM BAPTIST CHURCH,BETHLEHEMBAPTISTDC.ORG,CHRISTIAN,2458 MARTIN LUTHER KING JR AVE,400585.76,132619.91,CHURCHES,1,,
-76.992421299943572,38.862410833300984,380,BETHUEL TEMPLE CHURCH,BETHUELTEMPLE.COM,CHRISTIAN,2406 MARTIN LUTHER KING JR AVE,400657.95,132731.78,CHURCHES,1,,
-76.940084403982951,38.902155138567771,381,SOUL SAVING CTR OF CHRIST,SSCOCINC.ORG,CHRISTIAN,909 43RD PL NE,405197.35,137145.38,CHURCHES,1,,
-76.97331032985872,38.858176142524869,382,INDEPENDENT CHURCH OF GOD,,CHRISTIAN,2302 AINGER PL SE,402316.72,132262.01,CHURCHES,1,,
-76.942134102944053,38.883631712902449,383,GREATER DELIVERANCE CHR OF GOD,GREATERDELIVERANCECOGIC.ORG,CHRISTIAN,441 CHAPLIN ST SE,405020.86,135089.02,CHURCHES,1,,
-76.930700762489522,38.889319238346893,384,ST LUKE PARISH,STLUKECHURCHSSJ.ORG,CHRISTIAN,4925 E CAPITOL ST SE,406012.38,135721.07,CHURCHES,1,,
-76.919121530163949,38.893053064286448,385,ST MICHAELS CHR-GOD-CHRIST,,CHRISTIAN,313 57TH ST NE,407016.59,136136.38,CHURCHES,1,,
-76.932569590596216,38.903179257028995,386,ST ROSE PENTECOSTAL CHURCH,STROSEUHCA.COM,CHRISTIAN,4816 SHERIFF RD NE,405849.11,137259.52,CHURCHES,1,,
-76.932577093129126,38.905853301586177,387,TEMPLE OF THE LIVING EPOSTLE,,CHRISTIAN,4821 MEADE ST NE,405848.24,137556.36,CHURCHES,1,,
-77.072652192204572,38.959331862958877,388,WESLEY UNITED METHODIST CHURCH,WESLEYDC.ORG,CHRISTIAN,5312 CONNECTICUT AVE NW,393703.31,143493.29,CHURCHES,1,,
-76.997445787894947,38.961308299518407,389,BETHLEHEM CHURCH-GOD HOLINESS,,CHRISTIAN,5898 EASTERN AVE NE,400221.57,143710.19,CHURCHES,1,,
-77.034415769294029,38.977368201040605,390,OUR LADY OF LEBANON,MARONITESEMINARY.ORG,CHRISTIAN,7164 ALASKA AVE NW,397018.08,145493.55,CHURCHES,1,,
-77.011434200973682,38.967484995889102,391,OVERCOMING FAITH MINISTRIES,,CHRISTIAN,6401 CHILLUM PL NW,399009.29,144395.92,CHURCHES,1,,
-77.035796822263734,38.983522384098812,392,TIFERETH ISRAEL CONGREGATION,TIFERETH-ISRAEL.ORG,JEWISH,7701 16TH ST NW,396898.68,146176.77,SYNAGOGUES,1,,
-77.062910648363342,38.960561642984622,393,TEMPLE SINAI,TEMPLESINAIDC.ORG,CHRISTIAN,3100 MILITARY RD NW,394547.72,143629.18,CHURCHES,1,,
-77.036895227605456,38.941139014083632,394,NORTHWEST COMMUNITY CHURCH,,CHRISTIAN,4100 16TH ST NW,396801.61,141471.86,CHURCHES,1,,
-77.027180358450735,38.964764247012432,395,BROTHERHOOD OF THE CROSS-STAR,OOO-BCSUSA.ORG/WASHINGTON-DC-BETHEL,CHRISTIAN,916 RITTENHOUSE ST NW,397644.61,144094.18,CHURCHES,1,,
-77.036903643590804,38.948483647140456,396,CAPITAL SPANISH SEVENTH-DAY,CAPITALSPANISHDC.ADVENTISTCHURCH.ORG,CHRISTIAN,4800 16TH ST NW,396801.21,142287.18,CHURCHES,1,,
-77.032468274418591,38.93836676382314,397,CAPITAL WESLEYAN CHURCH,WESLEYAN.ORG,CHRISTIAN,3831 14TH ST NW,397185.29,141163.97,CHURCHES,1,,
-77.008726887747031,38.955181933177755,398,PLYMOUTH CONGREGATIONAL CHURCH,PLYMOUTH-UCC.ORG,CHRISTIAN,5301 N CAPITOL ST NE,399243.78,143030.14,CHURCHES,1,,
-77.022995247995922,38.943918029189568,399,MOORISH SCIENCE TEMPLE-AMER,,ISLAMIC,732 WEBSTER ST NW,398006.73,141779.96,MOSQUES,1,,
-77.006359257588471,38.961842794306548,400,MT CALVARY HOLY CHURCH,MTCALVARYHOLY.ORG,CHRISTIAN,5900 CHILLUM PL NE,399449.05,143769.54,CHURCHES,1,,
-77.033140328888535,38.952143576087359,401,MT ZION BAPTIST CHURCH,,CHRISTIAN,5101 14TH ST NW,397127.58,142693.34,CHURCHES,1,,
-77.035760062822746,38.945467489201249,402,SIMPSON-HAMLINE UNITED MTHDST,,CHRISTIAN,4501 16TH ST NW,396900.21,141952.32,CHURCHES,1,,
-77.036751645744047,38.943205110752494,403,OROMO EVANGELICAL LUTHERAN CHR,,CHRISTIAN,4300 16TH ST NW,396814.15,141701.21,CHURCHES,1,,
-77.035793279252431,38.955334334004547,404,BUDDHIST CONGREGATIONAL CHURCH,www.GIACHOANGTEMPLE.COM,CHRISTIAN,5401 16TH ST NW,396897.76,143047.63,CHURCHES,1,,
-77.013941046204238,38.942576864542744,405,VICTORY CHURCH OF JESUS CHRIST,VICTORYONTHEHILL.COM,CHRISTIAN,4210 2ND ST NW,398791.62,141630.92,CHURCHES,1,,
-77.011196269857393,38.966050455659136,406,OMEGA GOSPEL MISSION,OMEGAGOSPELMISSION.COM,CHRISTIAN,6200 KANSAS AVE NE,399029.89,144236.67,CHURCHES,1,,
-77.030133437592568,38.947268659799256,407,PEOPLES CONGREGATIONAL UCC,,CHRISTIAN,4704 13TH ST NW,397388.04,142152.09,CHURCHES,1,,
-77.009894240099953,38.97033056996132,408,VAN BUREN UNITED METHODIST CHR,VANBURENCHURCH.ORG,CHRISTIAN,35 VAN BUREN ST NW,399142.78,144711.79,CHURCHES,1,,
-77.010978825641615,38.965714738874112,409,CELESTIAL CHURCH OF CHRIST,CCCUSADIOCESE.ORG,CHRISTIAN,6200 CHILLUM PL NW,399048.73,144199.4,CHURCHES,1,,
-77.036888060033675,38.947572824830701,410,WASHINGTON SEVENTH DAY BAPT,WASHINGTONSDB.COM,CHRISTIAN,4700 16TH ST NW,396802.52,142186.07,CHURCHES,1,,
-77.076808472723343,38.930015694926901,411,CHURCH OF THE ANNUNCIATION,<Null>,CHRISTIAN,3125 39TH ST NW,393340.34,140239.23,CHURCHES,1,,
-77.030028493206473,38.953916163643399,412,GREATER NEW ST PAUL BAPTIST,,CHRISTIAN,1300 INGRAHAM ST NW,397397.38,142890.02,CHURCHES,1,,
-77.007747892056372,38.959833869182916,413,GREATER ST PAUL BAPTIST CHURCH,GREATERSTPAULDC.COM,CHRISTIAN,5720 SOUTH DAKOTA AVE NE,399328.68,143546.54,CHURCHES,1,,
-77.016406724042426,38.956344885475367,414,CALVARY LIFE CTR,,CHRISTIAN,304 KENNEDY ST NW,398578.14,143159.33,CHURCHES,1,,
-77.081698267862464,38.95498823107193,415,ST MARY ARMENIAN APOSTOLIC CHR,STMARYAAC.ORG,CHRISTIAN,4125 FESSENDEN ST NW,392918.84,143011.77,CHURCHES,1,,
-77.080990956023811,38.942117509364437,416,NATIONAL PRESBYTERIAN CHURCH,NATIONALPRES.ORG,CHRISTIAN,4101 NEBRASKA AVE NW,392978.88,141582.95,CHURCHES,1,,
-77.091307127703331,38.942348716191134,417,NORTHWEST BAPTIST CHURCH,NWBCDC.COM,CHRISTIAN,4605 MASSACHUSETTS AVE NW,392084.57,141609.46,CHURCHES,1,,
-77.009935606057624,38.964927331050781,418,BETHEL CAPITOL CHURCH,BETHELCAPITOLCHURCH.ORG,CHRISTIAN,6130 N CAPITOL ST NW,399139.13,144111.98,CHURCHES,1,,
-77.035885968641466,38.98773504747804,419,FIRST UNITED CHR-CHRIST APSTLC,<Null>,CHRISTIAN,7901 16TH ST NW,396891.14,146644.42,CHURCHES,1,,
-77.081152287571712,38.948970091867302,420,CITIZEN HEIGHTS CHURCH,CITIZENHEIGHTS.COM,CHRISTIAN,4100 RIVER RD NW,392965.57,142343.66,CHURCHES,1,,
-77.000675847188234,38.933362116183268,421,BASILICA-THE NATIONAL SHRINE,NATIONALSHRINE.COM,CHRISTIAN,400 MICHIGAN AVE NE,399941.6,140607.91,CHURCHES,1,,
-77.077805996911579,38.943571989582274,422,RESTORATION CHURCH,RESTORATIONCHURCHDC.COM,CHRISTIAN,3950 CHESAPEAKE ST NW,393255.13,141744.17,CHURCHES,1,,
-77.036891254799528,38.957089343400845,423,FOURTH CHURCH CHRIST SCIENTIST,CHRISTIANSCIENCEDC.ORG,CHRISTIAN,5510 16TH ST NW,396802.67,143242.49,CHURCHES,1,,
-77.010843537355896,38.956265990905976,424,FROM THE HEART CHR MINISTRIES,,CHRISTIAN,24 KENNEDY ST NW,399060.33,143150.5,CHURCHES,1,,
-77.030359510929003,38.987015505366159,425,ST MARY'S BAPTIST CHURCH,STMARYSBAPTIST.ORG,CHRISTIAN,8008 EASTERN AVE NW,397369.91,146564.37,CHURCHES,1,,
-77.018246785226253,38.970220204782933,426,PROMISED LAND BAPTIST CHURCH,THEPLBC.ORG,CHRISTIAN,401 VAN BUREN ST NW,398418.96,144699.65,CHURCHES,1,,
-77.066684379753781,38.93232200214905,427,CLEVELAND PARK CONGREGATIONAL,CPCCHURCH.ORG,CHRISTIAN,3400 LOWELL ST NW,394218.36,140494.56,CHURCHES,1,,
-77.017074830706889,38.95289525364857,428,GETHSEMANE BAPTIST CHURCH,GETHSEMANEBAPTISTCHURCH.ORG,CHRISTIAN,5119 4TH ST NW,398520.16,142776.4,CHURCHES,1,,
-77.035994513540047,38.944421014774889,429,ERITREAN EVANGELICAL CHURCH,ERITREANCHURCHDC.COM,CHRISTIAN,4401 16TH ST NW,396879.84,141836.16,CHURCHES,1,,
-77.010843537355896,38.956265990905976,430,EVANGELICAL CHURCH LA PENA,,CHRISTIAN,24 KENNEDY ST NW,399060.33,143150.5,CHURCHES,1,,
-77.033735074517423,38.960012126416174,431,EVANGLICAL CHURCH APOSTLES,,CHRISTIAN,1409 MANCHESTER LN NW,397076.35,143566.84,CHURCHES,1,,
-77.078182511974603,38.966295281524758,432,CHEVY CHASE BAPTIST CHURCH,CHEVYCHASEBAPTIST.ORG,CHRISTIAN,5671 WESTERN AVE NW,393224.65,144266.69,CHURCHES,1,,
-77.01624065102547,38.974853076172906,433,SEEKERS CHURCH,SEEKERSCHURCH.ORG,CHRISTIAN,276 CARROLL ST NW,398592.9,145213.91,CHURCHES,1,,
-77.091307127703331,38.942348716191134,434,ARABIC BAPTIST CHURCH,ABCDC.ORG,CHRISTIAN,4605 MASSACHUSETTS AVE NW,392084.57,141609.46,CHURCHES,1,,
-77.021164526149576,38.939019576143018,435,ISRAEL METROPOLITAN CHRISTIAN,ISRAELCME.ORG,CHRISTIAN,557 RANDOLPH ST NW,398165.31,141236.15,CHURCHES,1,,
-77.035981133858996,38.952193993320506,436,CHRIST LUTHERAN CHURCH,CHRISTLUTHERANDC.ORG,CHRISTIAN,5101 16TH ST NW,396881.34,142699.03,CHURCHES,1,,
-77.03593913342219,38.948519079939274,437,CHURCH OF CHRIST,COC16TH.ORG,CHRISTIAN,4801 16TH ST NW,396884.82,142291.08,CHURCHES,1,,
-77.029053494709203,38.963222304510211,438,CHURCH OF THE NATIVITY,NATIVITYCHURCH.NET,CHRISTIAN,6001 13TH ST NW,397482.22,143923.06,CHURCHES,1,,
-77.012223506445977,38.956898865511448,439,CHRIST UNIVERSAL CHURCH,CHRISTUNIVERSALCHURCH.ORG,CHRISTIAN,111 KENNEDY ST NW,398940.73,143220.77,CHURCHES,1,,
-77.028229275492677,38.96285596057762,440,CHURCH-THE NATIVITY-OUR LORD,,CHRISTIAN,6000 GEORGIA AVE NW,397553.64,143882.37,CHURCHES,1,,
-77.077633085788079,38.946857697352776,441,WISCONSIN AVENUE BAPTIST CHR,,CHRISTIAN,3920 ALTON PL NW,393270.43,142108.9,CHURCHES,1,,
-77.011989213479765,38.956400822827845,442,FAITH MISSION TEMPLE,FAITHMISSIONTEMPLE.ORG,CHRISTIAN,102 KENNEDY ST NW,398961.03,143165.48,CHURCHES,1,,
-77.00063305434864,38.958895823974039,443,FAITH MORAVIAN CHR-THE NATIONS,FAITHMORAVIANCHURCH.ORG,CHRISTIAN,405 RIGGS RD NE,399945.33,143442.38,CHURCHES,1,,
-77.033066981343808,38.952695713880985,444,JEHOVAH'S WITNESS NORTH UNIT,,CHRISTIAN,5113 14TH ST NW,397133.96,142754.63,CHURCHES,1,,
-77.035994513540047,38.944421014774889,445,JEMBOLLA SISAY,,CHRISTIAN,4401 16TH ST NW,396879.84,141836.16,CHURCHES,1,,
