X,Y,OBJECTID,NAME,WEB_URL,RELIGION,ADDRESS,XCOORD,YCOORD,PLACE_OF_WORSHIP,Is_Place_Of_Worship,GIS_ID,ADDRID
-77.035750132498251,38.933487270457697,146,ST STEPHEN & INCARNATION CHR,SAINTSTEPHENSDC.ORG,CHRISTIAN,1525 NEWTON ST NW,396900.55,140622.41,CHURCHES,1,,
-77.059364442561261,38.952938720608799,147,OBLATE SISTERS-THE MOST HOLY,,CHRISTIAN,2907 ELLICOTT TER NW,394854.52,142782.76,CHURCHES,1,,
-77.030684663466786,38.912799655807888,148,LIFE CHURCH,LIFECHURCHOFATLANTA.COM,CHRISTIAN,1323 R ST NW,397338.97,138325.75,CHURCHES,1,,
-77.063965507856949,38.950211020071748,149,WASHINGTON ETHIOPIAN SEVENTH,ETHIOPIAN22.ADVENTISTCHURCHCONNECT.OR,CHRISTIAN,3150 CHESAPEAKE ST NW,394455.49,142480.23,CHURCHES,1,,
-77.070309588326865,38.953748349568862,150,ST PAUL'S LUTHERAN CHURCH,STPAULSLUTHERANDC.360UNITE.COM,CHRISTIAN,4900 CONNECTICUT AVE NW,393905.87,142873.31,CHURCHES,1,,
-77.035609490368856,38.917227657656319,151,FREEDOM BAPTIST CHURCH,FREEDOMBAPTISTDC.ORG,CHRISTIAN,1519 U ST NW,396912.04,138817.45,CHURCHES,1,,
-77.036050534518054,38.927004527383708,152,NATIONAL BAPTIST MEMORIAL CHR,NBMCHURCHDC.ORG,CHRISTIAN,1501 COLUMBIA RD NW,396874.22,139902.78,CHURCHES,1,,
-77.033750817364066,38.930883743378935,153,KELSEY TEMPLE CHR-GOD IN CHRST,KELSEYTEMPLE.ORG,CHRISTIAN,1435 PARK RD NW,397073.79,140333.33,CHURCHES,1,,
-77.028472870149159,38.914676112120389,154,12TH STREET CHRISTIAN CHURCH,12THSTCC.ORG,CHRISTIAN,1812 12TH ST NW,397530.86,138533.99,CHURCHES,1,,
-77.035988808620303,38.926037683720025,155,ALL SOULS CHURCH UNITARIAN,ALL-SOULS.ORG,CHRISTIAN,1500 HARVARD ST NW,396879.53,139795.45,CHURCHES,1,,
-77.036936757829125,38.93313368578886,156,CANAAN BAPTIST CHURCH,CANAANBAPT.COM,CHRISTIAN,1607 MONROE ST NW,396797.65,140583.2,CHURCHES,1,,
-77.043828332663892,38.919324435669566,157,GOODWILL BAPTIST CHURCH,GOODWILLBAPTISTCHURCHDC.ORG,CHRISTIAN,1862 KALORAMA RD NW,396199.39,139050.52,CHURCHES,1,,
-77.027455006817419,38.919012606967911,158,TRUE GOSPEL BAPTIST CHURCH,TRUEGOSPELBC.COM,CHRISTIAN,1106 W ST NW,397619.28,139015.35,CHURCHES,1,,
-77.044320060810293,38.924386568757903,159,SEVENTH PILLAR,SEVENTHPILLAR.NET,CHRISTIAN,2707 ADAMS MILL RD NW,396157.02,139612.48,CHURCHES,1,,
-77.034269547032395,38.914737884344675,160,ST JAMES APOSTLE CHURCH,,CHRISTIAN,1819 15TH ST NW,397028.14,138541.02,CHURCHES,1,,
-77.032004936551445,38.934767445180761,161,GREATER TRIED STONE BAPTIST,,CHRISTIAN,1363 OTIS PL NW,397225.32,140764.4,CHURCHES,1,,
-77.034181917372138,38.912819043844095,162,FIFTEENTH ST PRESBYTERIAN CHR,<Null>,CHRISTIAN,1701 15TH ST NW,397035.66,138328.01,CHURCHES,1,,
-77.036881482755746,38.914348289234674,163,UNIVERSALIST NATIONAL MEML CHR,UNIVERSALISTCHURCH.ORG,CHRISTIAN,1810 16TH ST NW,396801.6,138497.86,CHURCHES,1,,
-77.032171871879711,38.93715865286206,164,ABBAS HOUSE CHR-GOD-PROPHECY,ABBASHOUSECOGOP.ORG,CHRISTIAN,1371 SPRING RD NW,397210.94,141029.85,CHURCHES,1,,
-77.046677724467131,38.915100225531397,165,ST MARGARET'S EPISCOPAL CHURCH,STMARGARETSDC.ORG,CHRISTIAN,1820 CONNECTICUT AVE NW,395952.05,138581.72,CHURCHES,1,,
-77.032443088727618,38.930926993281552,166,LA RED CHURCH,IGLESIALARED.NET,CHRISTIAN,3333 14TH ST NW,397187.18,140338.09,CHURCHES,1,,
-77.029455153026817,38.932248762901857,167,MT RONA MISSIONARY BAPTIST CHR,MTRONACHURCH.ORG,CHRISTIAN,3431 13TH ST NW,397446.3,140484.73,CHURCHES,1,,
-77.029269843051381,38.925022160265534,168,GREATER FIRST BAPTIST CHURCH,,CHRISTIAN,2701 13TH ST NW,397462.11,139682.51,CHURCHES,1,,
-77.040254336865431,38.920792637723878,169,KING EMMANUEL BAPTIST CHURCH,KINGEMMANUELBAPTISTCHURCH.COM,CHRISTIAN,2324 ONTARIO RD NW,396509.4,139213.36,CHURCHES,1,,
-77.066394941726415,38.948106142054229,170,ONE LORD ONE SAFE CHURCH INC,ONENESSJG.ORG,CHRISTIAN,4500 CONNECTICUT AVE NW,394244.73,142246.72,CHURCHES,1,,
-77.034592691425317,38.927693023178037,171,TABLE CHURCH-COHI PARISH,THETABLECHURCHDC.ORG,CHRISTIAN,1459 COLUMBIA RD NW,397000.66,139979.16,CHURCHES,1,,
-77.036123756065166,38.911732684269069,172,CHURCH OF THE HOLY CITY,SWEDENBORGCENTER.ORG,CHRISTIAN,1611 16TH ST NW,396867.2,138207.48,CHURCHES,1,,
-77.027814639119313,38.932244390452958,173,PARK ROAD COMMUNITY CHURCH,PARKROADCOMMUNITYCHURCH.ORG,CHRISTIAN,1019 PARK RD NW,397588.54,140484.2,CHURCHES,1,,
-77.071921771657529,38.92289538567762,174,ST LUKES UNITED METHODIST CHR,GBHEM.ORG,CHRISTIAN,3655 CALVERT ST NW,393763.43,139448.47,CHURCHES,1,,
-77.068648525380524,38.924898733621006,175,ST NICHOLAS CATHEDRAL,STNICHOLASDC.ORG,CHRISTIAN,3500 MASSACHUSETTS AVE NW,394047.44,139670.64,CHURCHES,1,,
-77.098068082410123,38.920066580433819,176,ST PATRICKS EPISCOPAL CHR,STPATRICKSCHURCHDC.ORG,CHRISTIAN,4925 MACARTHUR BLVD NW,391495.79,139136.56,CHURCHES,1,,
-76.928010761745512,38.888586761554812,177,DIVINE MISSION CHURCH,DIVINEMISSIONCHURCH.COM,CHRISTIAN,1 51ST ST SE,406245.82,135639.94,CHURCHES,1,,
-76.969794988983423,38.936945141597093,178,SHARON BAPTIST CHURCH,,CHRISTIAN,3825 26TH ST NE,402618.94,141006.09,CHURCHES,1,,
-77.091385479298452,38.916095268040806,179,ST PATRICKS EPISCOPAL CHURCH,STPATSDC.ORG,CHRISTIAN,4700 WHITEHAVEN PKWY NW,392074.86,138695.11,CHURCHES,1,,
-77.065074601900065,38.910144316798693,180,LUTHERAN CHURCH GEORGETOWN,GEORGETOWNLUTHERAN.COM,CHRISTIAN,1556 WISCONSIN AVE NW,394356.18,138032.55,CHURCHES,1,,
-77.056682380624267,38.908695373042185,181,PARISH OF CHRIST THE KING,PARISHOFCHRISTTHEKING.ORG,CHRISTIAN,2727 O ST NW,395083.95,137871.22,CHURCHES,1,,
-77.094736829971936,38.91638437901333,182,OUR LADY OF VICTORY CHURCH,OLVPARISHDC.COM,CHRISTIAN,4835 MACARTHUR BLVD NW,391784.25,138727.5,CHURCHES,1,,
-77.05288482747784,38.927600958316951,183,ALL SOULS MEMORIAL EPISCOPAL,<Null>,CHRISTIAN,2300 CATHEDRAL AVE NW,395414.54,139969.7,CHURCHES,1,,
-77.072834261426891,38.926931089318735,184,TEMPLE MICAH,TEMPLEMICAH.ORG,JEWISH,2829 WISCONSIN AVE NW,393684.66,139896.53,SYNAGOGUES,1,,
-77.063965507856949,38.950211020071748,185,CAPITAL MEMORIAL SEVENTH-DAY,CAPITALMEMORIAL.ORG,CHRISTIAN,3150 CHESAPEAKE ST NW,394455.49,142480.23,CHURCHES,1,,
-77.069674106013665,38.906979283568269,186,HOLY TRINITY CATHOLIC CHURCH,TRINITY.ORG,CHRISTIAN,3513 N ST NW,393956.99,137681.5,CHURCHES,1,,
-77.070358413164357,38.927241321190031,187,ST SOPHIA GREEK ORTHODOX,,CHRISTIAN,3601 MASSACHUSETTS AVE NW,393899.37,139930.8,CHURCHES,1,,
-77.061454653787607,38.906217015237509,188,FIFTH CHURCH OF CHRIST SCIENTIST,CSGEORGETOWN.COM,CHRISTIAN,1238 31ST ST NW,394669.85,137596.37,CHURCHES,1,,
-77.058075893313472,38.93537041333235,189,WILLIAMS CORNER WORSHIP CTR,WILLIAMSCORNER.COM,CHRISTIAN,3435 CONNECTICUT AVE NW,394964.97,140832.45,CHURCHES,1,,
-77.055656175796116,38.907571174060017,190,FIRST BAPTIST CHR/GEORGETOWN,FBCGT.ORG,CHRISTIAN,2624 DUMBARTON ST NW,395172.88,137746.37,CHURCHES,1,,
-77.057222935754339,38.907029916173308,191,KESHER ISRAEL GEORGETOWN,,JEWISH,2801 N ST NW,395036.95,137686.37,SYNAGOGUES ORTHODOX,1,,
-77.045278657725788,38.902119837564669,192,NUEVA VIDA INC,,CHRISTIAN,2000 K ST NW # 200,396072.67,137140.73,CHURCHES,1,,
-77.069349753659338,38.925325494197843,193,REORGANIZED CHURCH-JESUS CHRST,COFCHRISTDC.ORG,CHRISTIAN,3526 MASSACHUSETTS AVE NW,393986.67,139718.06,CHURCHES,1,,
-77.068037301211319,38.92536509154138,194,SGI BUDDHIST ASSN,SGI-VA.ORG,BUDDHIST,3417 MASSACHUSETTS AVE NW,394100.48,139722.37,CHURCHES,1,,
-77.054975773318475,38.90914993900342,195,JERUSALEM BAPTIST CHURCH,JBCGDC.ORG,CHRISTIAN,2600 P ST NW,395232,137921.59,CHURCHES,1,,
-77.056438372511124,38.907477021899453,196,EPIPHANY CATHOLIC CHURCH,GEORGETOWNEPIPHANY.ORG,CHRISTIAN,2712 DUMBARTON ST NW,395105.03,137735.96,CHURCHES,1,,
-77.062525577735499,38.907899747463958,197,DUMBARTON UNITED METHODIST CHR,DUMBARTONUMC.ORG,CHRISTIAN,3133 DUMBARTON ST NW,394577.09,137783.23,CHURCHES,1,,
-77.062025248014692,38.903581499779662,198,GRACE EPISCOPAL CHURCH,GRACEDC.ORG,CHRISTIAN,1041 WISCONSIN AVE NW,394620.16,137303.84,CHURCHES,1,,
-77.057529185918455,38.9368001210808,199,ADAS ISRAEL CONGREGATION,ADASISRAEL.ORG,JEWISH,2850 QUEBEC ST NW,395012.47,140991.13,SYNAGOGUES,1,,
-77.058536918517419,38.908275480307445,200,MT ZION COMMUNITY HOUSE,,CHRISTIAN,2906 O ST NW,394923.07,137824.71,CHURCHES,1,,
-77.058380707335132,38.908010893178428,201,MT ZION UNITED METHODIST CHR,MTZIONUMCDC.ORG,CHRISTIAN,1334 29TH ST NW,394936.6,137795.33,CHURCHES,1,,
-77.062106865709609,38.909532823992201,202,GEORGETOWN PRESBYTERIAN CHURCH,GTOWNPRES.ORG,CHRISTIAN,3115 P ST NW,394613.53,137964.49,CHURCHES,1,,
-76.971692976980989,38.925803059376662,203,SECOND NEW ST PAUL BAPTIST,SNSPBC.ORG,CHRISTIAN,2400 FRANKLIN ST NE,402454.77,139769.17,CHURCHES,1,,
-76.979338205838374,38.864238410608721,204,ANACOSTIA INTERNATIONAL,,CHRISTIAN,1716 V ST SE,401793.38,132934.83,CHURCHES,1,,
-76.987288984675757,38.865087148515947,205,DELAWARE AVE BAPTIST CHURCH,DABAPTISTCHURCH.ORG,CHRISTIAN,1301 V ST SE,401103.34,133028.92,CHURCHES,1,,
-76.99227632462707,38.930821160142557,206,IMMANUEL BIBLE ASSEMBLY,,CHRISTIAN,3303 10TH ST NE,400669.89,140325.87,CHURCHES,1,,
-76.994005232148879,38.942170908309386,207,DIVINE WORD HOUSE,,CHRISTIAN,832 VARNUM ST NE,400519.9,141585.78,CHURCHES,1,,
-76.980128016017389,38.931885048746267,208,JONES R L AME ZION CHURCH,,CHRISTIAN,1723 LAWRENCE ST NE,401723.2,140444.13,CHURCHES,1,,
-76.96381527708634,38.871137057449012,209,PENNSYLVANIA AVENUE BAPT CHR,PABC-DC.ORG,CHRISTIAN,3000 PENNSYLVANIA AVE SE,403140.27,133701.05,CHURCHES,1,,
-76.959494062054503,38.861603565607737,210,LUTHERAN CHURCH-THE HOLY,HOLYCOMFORTERLCDC.ORG,CHRISTIAN,3319 ALABAMA AVE SE,403515.73,132642.92,CHURCHES,1,,
-76.918719032306385,38.886047507853341,211,TRUE BELIEVERS,,CHRISTIAN,5670 CENTRAL AVE SE,407052.2,135358.74,CHURCHES,1,,
-76.911979902148488,38.893448774086757,212,TRUE WAY CHURCH,,CHRISTIAN,317 62ND ST NE,407636.1,136180.88,CHURCHES,1,,
-76.982449817389252,38.862904502829835,213,LITTLE FOUNTAIN CHURCH,LITTLEFOUNTAINBIBLEWAY.ORG,CHRISTIAN,2224 16TH ST SE,401523.36,132786.7,CHURCHES,1,,
-76.97413541949193,38.87110475638567,214,LITTLE ROCK CHR OF DELIVERANCE,,CHRISTIAN,2214 NAYLOR RD SE,402244.7,133697.16,CHURCHES,1,,
-76.981440406328389,38.856068124355758,215,GREATER MT JOY CHR OF CHRIST,,CHRISTIAN,1619 FRANKFORD ST SE,401611.12,132027.83,CHURCHES,1,,
-77.089583498799726,38.939820970748123,216,UNITED METHODIST PUB HSE,UMPH.ORG,CHRISTIAN,4500 MASSACHUSETTS AVE NW,392233.72,141328.71,CHURCHES,1,,
-76.979636196583371,38.9291887769254,217,CAPITOL TEMPLE CHR-GOD,,CHRISTIAN,3100 18TH ST NE,401765.91,140144.83,CHURCHES,1,,
-76.985723299193324,38.929037078104194,218,BROOKLAND UNION BAPTIST CHURCH,BROOKLANDUNIONBAPTIST.ORG,CHRISTIAN,3101 14TH ST NE,401238.11,140127.89,CHURCHES,1,,
-76.979327481170188,38.932697909613999,219,MASJID HADEETH,MAQWH.COM,ISLAMIC,3415 18TH ST NE,401792.59,140534.38,MOSQUES,1,,
-76.985338344642599,38.851558247044458,220,BRIGHTER DAY MINISTRIES,BRIGHTERDAYDC.ORG,CHRISTIAN,2525 12TH PL SE,401272.87,131527.14,CHURCHES,1,,
-76.989153068500443,38.923707946273076,221,LIGHT OF THE WORLD CHURCH,,CHRISTIAN,1222 RHODE ISLAND AVE NE,400940.79,139536.27,CHURCHES,1,,
-76.973898723986778,38.924991292683572,222,MEKANE HIWOT,,CHRISTIAN,2715 22ND ST NE,402263.53,139679,CHURCHES,1,,
-76.928275147528311,38.905011521589216,223,ANTIOCH BAPTIST CHURCH/DC,ANTIOCHABC.ORG,CHRISTIAN,1105 50TH ST NE,406221.45,137463.2,CHURCHES,1,,
-76.962578636667331,38.863100983515992,224,WILLING HEART COMMUNITY CHURCH,WILLINGHEART.ORG,CHRISTIAN,3110 W ST SE,403247.95,132809.03,CHURCHES,1,,
-76.972794015206446,38.872183838726741,225,SECOND ST JAMES BAPTIST CHURCH,,CHRISTIAN,2301 MINNESOTA AVE SE,402361.07,133816.98,CHURCHES,1,,
-76.938976742508132,38.897302120591881,226,CENTRAL UNION BAPTIST CHURCH,CUBCDC.ORG,CHRISTIAN,4401 FOOTE ST NE,405293.79,136606.72,CHURCHES,1,,
-76.985059122624435,38.865719004975354,227,AGAPE 1 CHURCH OF CHRIST,AGAPE1CHURCH.ORG,CHRISTIAN,2002 14TH ST SE,401296.85,133099.09,CHURCHES,1,,
-76.973973568163288,38.871588021397251,228,BETHEL CHRISTIAN CHURCH,BETHELDC.ORG,CHRISTIAN,2217 MINNESOTA AVE SE,402258.73,133750.81,CHURCHES,1,,
-76.989907852694714,38.86411990033789,229,BETHEL CHRISTIAN FELLOWSHIP,,CHRISTIAN,2220 MARTIN LUTHER KING JR AVE,400876.07,132921.52,CHURCHES,1,,
-76.958972137624301,38.882211822327569,230,POTOMAC BAPTIST CHURCH,,CHRISTIAN,3340 MINNESOTA AVE SE,403560,134930.61,CHURCHES,1,,
-76.918954781265413,38.890068203045828,231,SUPREME COUNCIL-THE HSE-JACOB,,CHRISTIAN,5740 E CAPITOL ST NE,407031.35,135805.05,CHURCHES,1,,
-76.925016407954587,38.899480144431799,232,TABERNACLE BAPTIST CHURCH,TABERNACLEBAPTISTCHURCH-DC.ORG,CHRISTIAN,719 DIVISION AVE NE,406504.61,136849.4,CHURCHES,1,,
-76.991687498887842,38.932299653356246,233,ST ANTHONYS CATHOLIC CHURCH,,CHRISTIAN,1029 MONROE ST NE,400720.93,140490,CHURCHES,1,,
-77.00397980510364,38.940380325942925,234,ST JOSAPHAT'S UKRAINIAN SMNRY,SJUCS.ORG,CHRISTIAN,201 TAYLOR ST NE,399655.17,141387,CHURCHES,1,,
-76.99081839968045,38.92736105208045,235,GATE OF HEAVEN HOLY CHURCH,,CHRISTIAN,2932 12TH ST NE,400796.34,139941.78,CHURCHES,1,,
-76.98644681501095,38.94147771907906,236,OLD WAY BAPTIST CHURCH,,CHRISTIAN,1335 MICHIGAN AVE NE,401175.17,141508.9,CHURCHES,1,,
-76.98584106314577,38.865653701309434,237,ST PHILLIPS EPISCOPAL CHURCH,STPHILIPANACOSTIA.COM,CHRISTIAN,2001 14TH ST SE,401228.99,133091.83,CHURCHES,1,,
-76.987761086087133,38.865629145169066,238,ST TERESA OF AVILA CHURCH,STACHURCH.ORG,CHRISTIAN,1244 V ST SE,401062.36,133089.08,CHURCHES,1,,
-76.956094562157446,38.862997020457343,239,ST TIMOTHY'S EPISCOPAL CHURCH,STTIMOTHYSOFDC.ORG,CHRISTIAN,3601 ALABAMA AVE SE,403810.7,132797.74,CHURCHES,1,,
-76.956974534658642,38.886282353691477,240,EDGEWOOD BAPTIST CHURCH,EDGEWOODBAPTISTCHURCHDC.ORG,CHRISTIAN,3408 C ST SE,403733.11,135382.55,CHURCHES,1,,
-76.965934176587439,38.924832047404799,241,UNITY BAPTIST CHURCH,UNITY-BAPTIST-CHURCH.COM,CHRISTIAN,2706 BLADENSBURG RD NE,402954.17,139661.55,CHURCHES,1,,
-76.935804214963838,38.899192807635714,242,REDEEMING LOVE CHRISTIAN CTR,,CHRISTIAN,4611 NANNIE HELEN BURROUGHS AV,405568.85,136816.79,CHURCHES,1,,
-76.920785236447358,38.895645552832406,243,REFUGE TEMPLE,,CHRISTIAN,420 56TH ST NE,406872.01,136424.04,CHURCHES,1,,
-76.934399999832934,38.911207280300431,244,PEACE FELLOWSHIP CHURCH,PEACEFELLOWSHIPCHURCH.ORG,CHRISTIAN,1601 KENILWORTH AVE NE,405689.7,138150.58,CHURCHES,1,,
-76.930796212869495,38.890496059487475,245,PEACE LUTHERAN CHURCH,,CHRISTIAN,15 49TH PL NE,406004,135851.7,CHURCHES,1,,
-76.938873708775787,38.90090613289771,246,REVELATION KNOWLEDGE CHRISTIAN,,CHRISTIAN,801 44TH ST NE,405302.46,137006.8,CHURCHES,1,,
-76.934955942912922,38.906440012877084,247,SEVENTH CHR-CHRIST SCIENTIST,ADHERENTSOFTRUTH.ORG,CHRISTIAN,1204 47TH PL NE,405641.86,137621.34,CHURCHES,1,,
-76.971254350996901,38.93193536140263,248,MCKENDREE UNITED MTHDST CHR,MSBUMC.ORG,CHRISTIAN,2421 LAWRENCE ST NE,402492.59,140449.92,CHURCHES,1,,
-76.985221706386724,38.937517524354831,249,FRANCISCAN MONASTERY,MYFRANCISCAN.ORG,CHRISTIAN,1400 QUINCY ST NE,401281.45,141069.3,CONVENTS & MONASTERIES,1,,
-76.986265105090766,38.85423161233637,250,UNIVERSAL HOLINESS CHURCH,,CHRISTIAN,2426 ELVANS RD SE,401192.38,131823.89,CHURCHES,1,,
-76.979094253043669,38.943785189761762,251,OUR REDEEMER CHURCH,OURREDEEMERCHURCH.ORG,CHRISTIAN,1725 MICHIGAN AVE NE,401812.53,141765.17,CHURCHES,1,,
-76.947043281664065,38.871694402360831,252,DUPONT PARK SEVENTH-DAY ADVENTIST CHURCH,DUPONTPARK.ORG,CHRISTIAN,3985 MASSACHUSETTS AVE SE,404595.69,133763.63,CHURCHES,1,,
-76.97289838587011,38.924771982664673,253,WOODRIDGE CHURCH OF OUR LORD,,CHRISTIAN,2226 EVARTS ST NE,402350.28,139654.68,CHURCHES,1,,
-76.928882980913983,38.890070075211398,254,EAST CAPITOL CHURCH OF CHRIST,"EASTCAPITOLSTCOC,ORG",CHRISTIAN,5026 E CAPITOL ST NE,406170.02,135804.54,CHURCHES,1,,
-77.012637198874444,38.829806136481047,255,LIVING WORD CHURCH,,CHRISTIAN,4101 MARTIN LUTHER KING JR AVE,398902.92,129112.48,CHURCHES,1,,
-76.936396445854029,38.872777574733398,256,FIRST UNITED METHODIST CHURCH,,CHRISTIAN,4323 BOWEN RD SE,405519.52,133884.46,CHURCHES,1,,
-76.937906838709637,38.894402393413216,257,GRACE APOSTOLIC CHURCH,GRACEAPOSTOLICCHURCH.NET,CHRISTIAN,4417 DIX ST NE,405386.82,136284.89,CHURCHES,1,,
-76.972048988574471,38.920193662402795,258,FIRST CHRIST APOSTOLIC CHURCH,,CHRISTIAN,2130 24TH PL NE,402424.09,139146.47,CHURCHES,1,,
-77.081741351886706,38.956239629815279,259,FRENCH SPEAKING PARISH OF ST L0UIS,,CHRISTIAN,4125 GARRISON ST NW,392915.23,143150.69,CHURCHES,1,,
-76.990628665919473,38.931040752331931,260,TRUE PENTECOSTAL CHR OF CHRIST,,CHRISTIAN,3311 12TH ST NE,400812.75,140350.26,CHURCHES,1,,
-77.000861014168422,38.93772996996816,261,MARIAN FATHERS,,CHRISTIAN,3885 HAREWOOD RD NE,399925.55,141092.78,CHURCHES,1,,
-77.003456667119053,38.939592477235614,262,UKRAINIAN CATHOLIC NATL SHRINE,UCNS-HOLYFAMILY.ORG,CHRISTIAN,4250 HAREWOOD RD NE,399700.52,141299.54,CHURCHES,1,,
-76.94648417990004,38.900859600233375,263,BETHESDA NEW LIFE GOSPEL CHR,BNLGCHURCH.ORG,CHRISTIAN,750 KENILWORTH AVE NE,404642.31,137001.22,CHURCHES,1,,
-76.916769336388199,38.894714267765053,264,BEULAH BAPTIST OF DEANWOOD HTS,,CHRISTIAN,5820 DIX ST NE,407220.48,136320.97,CHURCHES,1,,
-76.978925047797532,38.928507352163493,265,PLEASANT GROVE BAPTIST CHURCH,,CHRISTIAN,1800 HAMLIN ST NE,401827.59,140069.2,CHURCHES,1,,
-76.978258476050968,38.944693432927885,266,RHEMA CHRISTIAN CTR CHURCH,RHEMACHRISTIANCENTER.ORG,CHRISTIAN,1825 MICHIGAN AVE NE,401884.96,141866.01,CHURCHES,1,,
-76.97237185910376,38.930638974908796,267,SPIRIT OF THE LORD BAPTIST CHR,,CHRISTIAN,2385 RHODE ISLAND AVE NE,402395.74,140305.98,CHURCHES,1,,
-76.96405334425431,38.926521084293945,268,NEW CANAAN BAPTIST CHURCH,NEWCANAANBAPTISTCHURCH.ORG,CHRISTIAN,2826 BLADENSBURG RD NE,403117.19,139849.11,CHURCHES,1,,
-76.974139299224703,38.929726296947138,269,NEW COVENANT CHURCH,,CHRISTIAN,2119 RHODE ISLAND AVE NE,402242.52,140204.62,CHURCHES,1,,
-76.930794275956643,38.898672146462673,270,SECOND NEW ST LUKE BAPTIST CHR,,CHRISTIAN,4918 NANNIE HELEN BURROUGHS AV,406003.48,136759.31,CHURCHES,1,,
-76.937986066887717,38.902583381985451,271,NEW BEGINNING CHRISTIAN,,CHRISTIAN,4421 SHERIFF RD NE,405379.33,137193.04,CHURCHES,1,,
-76.931379667511166,38.892080076331375,272,NEW BEGINNING WAY-THE CROSS,,CHRISTIAN,4928 BLAINE ST NE,405953.25,136027.5,CHURCHES,1,,
-76.936792884496711,38.902550312466715,273,NEW BIRTH PRAYER MSSNRY BAPT,,CHRISTIAN,4515 SHERIFF RD NE,405482.83,137189.44,CHURCHES,1,,
-76.936809247597139,38.90307938217758,274,RANDALL MEMORIAL METHODIST CHR,RANDALLUMC.ORG,CHRISTIAN,1002 46TH ST NE,405481.37,137248.17,CHURCHES,1,,
-76.935511324620222,38.909862952970663,275,RCCG NEW WINE ASSEMBLY,RCCGNEWWINEASSEMBLY.ORG,CHRISTIAN,1515 KENILWORTH AVE NE # B,405593.42,138001.28,CHURCHES,1,,
-76.984532955638215,38.926535047460398,276,CHURCH-THE REDEEMER,REDEEMERPRESBYDC.ORG,CHRISTIAN,1423 GIRARD ST NE,401341.37,139850.16,CHURCHES,1,,
-77.011896851358429,38.873776744611355,277,CARRON BAPTIST CHURCH,,CHRISTIAN,1354 1ST ST SW,398967.84,133993.52,CHURCHES,1,,
-76.971455835964122,38.930789914235525,278,RISING SUN BAPTIST CHURCH,RISINGSUNDC.ORG,CHRISTIAN,3126 SOUTH DAKOTA AVE NE,402475.16,140322.76,CHURCHES,1,,
-76.981532594307978,38.927695963975047,279,ST PAUL BAPTIST CHURCH,,CHRISTIAN,1611 BRENTWOOD RD NE,401601.51,139979.08,CHURCHES,1,,
-76.93890011624849,38.893225252649579,280,EAST FRIENDSHIP BAPTIST CHURCH,EFBCHURCH.ORG,CHRISTIAN,4401 BROOKS ST NE,405300.74,136154.16,CHURCHES,1,,
-76.979904752403868,38.869188001662224,281,GARDEN MEMORIAL PRESBYTERIAN,GARDEN.COM,CHRISTIAN,1720 MINNESOTA AVE SE,401744.09,133484.26,CHURCHES,1,,
-76.928732976262935,38.882497715606533,282,GREATER GOOD SAMARITAN BAPTIST CHURCH,,CHRISTIAN,5100 E ST SE,406183.69,134963.96,CHURCHES,1,,
-76.938977439118972,38.902552284657965,283,GOOD SUCCESS CHRISTIAN CHURCH,,CHRISTIAN,4401 SHERIFF RD NE,405293.34,137189.53,CHURCHES,1,,
-76.935460254110239,38.898897414032625,284,MT SINAI PRIMITIVE BAPTIST CHR,,CHRISTIAN,4625 GAULT PL NE,405598.71,136784.02,CHURCHES,1,,
-76.945545274702582,38.899247480368174,285,MT VERNON UNITED METHODIST CHR,,CHRISTIAN,4147 MINNESOTA AVE NE,404723.86,136822.31,CHURCHES,1,,
-76.970337046753301,38.85527101775871,286,YOUNGS MEMORIAL CHURCH,CHURCH-OF-CHRIST.ORG,CHRISTIAN,2490 ALABAMA AVE SE,402574.89,131939.6,CHURCHES,1,,
-76.992956068537509,38.948557182885011,287,FAITH UNITED CHURCH OF CHRIST,FAITHUNITEDDC.COM,CHRISTIAN,4900 10TH ST NE,400610.8,142294.72,CHURCHES,1,,
-76.990060878070565,38.929441099776483,288,GRACE UNITED BAPTIST CHURCH,,CHRISTIAN,1219 JACKSON ST NE,400862,140172.69,CHURCHES,1,,
-76.952319164185511,38.893911993003115,289,ALMAS TEMPLE,,JEWISH,260 35TH ST NE,404136.57,136229.7,SYNAGOGUES,1,,
-76.969693404214311,38.85464782939831,290,FAITH TABERNACLE OF PRAYER,FAITHTABERNACLEOFPRAYER.ORG,CHRISTIAN,2465 ALABAMA AVE SE,402630.78,131870.44,CHURCHES,1,,
-77.005153171607489,38.842229370474357,291,NEW DAY ASSEMBLY OF CHRIST,NEWDAYASSEMBLYOFCHRIST.COM,CHRISTIAN,201 RALEIGH ST SE,399552.83,130491.48,CHURCHES,1,,
-76.989429628978485,38.927447144323281,292,FIRST CHURCH OF WASHINGTON DC,FIRSTCHURCHWASH.ORG,CHRISTIAN,1219 HAMLIN ST NE,400916.76,139951.35,CHURCHES,1,,
-76.940189357013523,38.902653534727882,293,DIVINE LOVE BAPTIST CHURCH,DIVINELOVEBC.ORG,CHRISTIAN,4303 SHERIFF RD NE,405188.21,137200.7,CHURCHES,1,,
-76.970634570168556,38.930761965194229,294,PENTECOSTAL CHURCH OF GOD,,CHRISTIAN,3115 SOUTH DAKOTA AVE NE,402546.37,140319.68,CHURCHES,1,,
-76.973405716475582,38.870575438696562,295,CHARITY BAPTIST CHURCH,,CHRISTIAN,1601 23RD ST SE,402308.04,133638.42,CHURCHES,1,,
