STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS,WT01,WT11,WT03
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100416,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100420,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100422,-9999,-9999,0.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100423,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100427,-9999,-9999,0.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100428,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100429,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20100920,-9999,-9999,0.70,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101012,-9999,-9999,0.50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101013,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101018,-9999,-9999,0.97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101019,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101020,-9999,-9999,0.07,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101021,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0011,WASHINGTON 4.0 WNW DC US,81.4,38.9303,-77.0831,20101022,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060501,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060502,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060503,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060504,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060505,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060506,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060507,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060508,-9999,-9999,0.28,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060509,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060510,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060511,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060512,-9999,-9999,0.74,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060513,-9999,-9999,0.26,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060514,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060515,-9999,-9999,0.40,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060516,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060517,-9999,-9999,0.02,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060518,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060519,-9999,-9999,0.30,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060520,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:US1DCDC0003,WASHINGTON 5.0 WNW DC US,91.1,38.9377,-77.0991,20060521,-9999,-9999,0.00,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999
