OBJECTID,CJRTRACTBLOCK,CNT_CJRTRACTBLOCK,SHAPE_Length,SHAPE_Area
1381,400 2004,1,1368.926195,76633.8981
1382,801 5004,1,886.858559,27595.372638
1383,400 1012,1,297.671578,3808.319257
1384,902 4024,2,1977.282718,170392.542489
1385,902 4022,1,578.668124,18148.392598
1386,400 2006,1,575.497334,17182.67932
1388,502 3006,1,559.196846,14259.694608
1389,400 2007,1,418.419385,10538.085611
1390,400 2008,1,1182.30043,53565.06841
1391,400 1007,1,493.552133,14557.284621
1392,400 1005,1,636.673447,25287.789843
1393,400 1004,1,228.478109,2241.971522
1394,400 1002,1,503.579715,15286.377977
1395,701 2006,1,552.992329,15962.168452
1396,701 2011,1,547.348039,18569.544883
1397,701 2010,1,508.128772,15675.929081
1398,701 2007,1,508.905149,15711.2215
1399,801 2017,1,1093.648073,63643.479085
1400,801 5003,1,955.496014,37600.05782
1401,400 1003,2,494.315714,12712.513689
1402,902 3006,1,538.328603,11984.919454
1403,902 3005,1,549.348481,11965.943667
1404,902 3003,2,1061.706455,35930.700555
1405,902 3004,1,796.081525,32986.477979
1407,400 1001,1,385.139665,7520.366001
1408,902 3002,1,795.850644,21469.455599
1410,801 1010,1,652.530644,24088.630414
1411,801 2016,1,623.173317,23990.980393
1412,902 4018,1,603.128647,19503.666616
1413,502 3009,1,578.043522,15026.570438
1414,502 3010,1,564.681201,13553.798337
1416,502 3014,1,537.277556,16152.038369
1417,701 2008,1,541.096739,17388.595504
1418,701 1006,1,168.56522,1255.739826
1419,701 2009,1,543.189236,17493.50948
1420,701 2000,1,556.227801,19675.802348
1421,801 5002,1,925.281391,29301.791726
1422,902 4999,16,5403.640709,191386.888754
1423,502 3013,1,363.740612,5706.36204
1425,502 3011,1,760.694154,32189.005152
1426,801 2013,1,522.176147,16382.619598
1427,801 2012,1,521.958643,16360.887753
1428,801 2011,1,704.070205,30447.84573
1429,502 4005,1,547.585425,18045.474481
1430,901 6015,2,1535.477489,117075.555706
1432,902 4004,37,5076.648212,450866.364375
1433,502 4006,1,123.028164,673.524992
1434,801 2009,1,658.221482,24996.623137
1435,801 2010,1,657.005705,24956.930948
1436,502 3012,1,726.023498,23917.08358
1437,901 6014,1,662.648996,18393.372016
1438,901 6013,1,784.002189,28042.842796
1440,901 6016,1,799.51564,37208.674147
1441,400 1000,1,1982.551989,255771.06639
1442,701 1005,1,890.001072,42007.632564
1443,701 1004,1,824.248338,38832.336398
1444,801 2008,1,658.133488,24971.333828
1445,801 2007,1,657.781431,24981.247685
1446,801 1002,1,472.484982,13426.476271
1447,600 3006,1,613.537937,21122.362146
1448,600 3007,1,580.718515,18737.730328
1449,600 2008,1,465.746893,12963.754139
1450,600 3008,1,460.999008,11950.835551
1451,902 3001,1,1530.142242,100039.185998
1452,902 3000,5,3106.327083,229701.505947
1453,801 5001,1,972.776532,27149.583165
1455,901 6000,1,571.639638,19237.423436
1456,801 5000,1,2639.942504,201618.460545
1457,600 3003,1,486.26161,14432.798987
1458,701 1000,1,618.936683,23817.119812
1459,701 1001,1,623.466085,23044.539824
1460,600 3005,1,600.327917,20542.041619
1461,701 1002,1,656.92747,18264.501852
1462,701 1003,1,795.60041,27400.106215
1463,801 2005,1,657.621014,24941.548682
1464,600 2007,1,1983.315303,203917.921826
1465,801 1003,1,365.612191,7111.715296
1466,801 2006,1,641.980443,24308.312936
1467,901 6012,1,1535.190575,71978.709213
1468,801 2004,1,156.66175,1084.518736
1469,901 6001,1,1206.946164,66507.044304
1470,901 2010,1,1016.179618,40538.07571
1471,801 2002,1,485.608196,12482.829433
1472,801 2003,1,644.160582,24753.595903
1473,901 6008,1,438.548784,10417.460752
1474,1002 2006,1,730.348001,29514.934853
1475,901 6003,1,665.276241,22252.943896
1476,600 2003,1,410.135867,9394.717978
1477,901 6002,1,485.433149,13170.758112
1479,600 2004,1,665.637478,22303.690643
1480,901 2008,1,266.012028,1908.584475
1481,1002 2007,1,904.768927,51367.292724
1482,901 6004,2,781.953683,32107.639363
1483,901 6005,1,574.225929,18082.534763
1484,801 2000,1,534.023987,16062.10972
1485,901 2007,1,1184.230126,51172.641983
1486,901 2006,1,1306.478791,64262.39756
1487,600 2002,1,1015.701451,36798.586772
1488,801 1011,1,1202.595011,64025.913528
1492,801 1012,1,994.198295,56447.625884
1493,901 2001,1,190.747513,2138.089662
1494,901 2000,1,221.513127,1613.472642
1495,901 2002,1,225.220531,1441.019005
1496,901 7010,1,912.006027,33718.110318
1497,901 7022,1,1221.845515,83249.55388
1498,600 1005,1,1535.575486,51984.476197
1499,600 1004,2,562.705011,19193.160653
1500,901 7008,1,1521.800467,73256.788316
1501,600 1003,1,966.269301,24468.556185
1502,901 2004,1,726.246537,31796.781395
1503,901 7011,1,1065.728419,39825.656814
1504,600 1001,1,1560.957499,90606.11368
1507,600 1000,1,749.676135,27667.408841
1509,901 2003,1,2859.389068,398811.012651
1511,1200 4026,1,425.756887,11761.210406
1513,1200 4025,1,791.917805,29647.346382
1514,1200 4024,1,1958.977699,110951.479579
1515,1002 1005,3,3454.094279,588643.315759
1516,1302 1010,1,954.628591,42366.43073
1518,901 7007,9,4510.053863,475688.57949
1520,801 4008,1,200.997786,1553.667888
1521,202 1000,1,340.982054,5379.532459
1522,300 3001,11,2764.683434,263121.722604
1523,801 4000,1,2150.61431,165926.788645
1524,300 4010,1,511.764286,14805.106571
1525,801 5014,1,970.57959,39473.430511
1526,400 1021,1,113.64481,649.153335
1527,801 5013,1,991.16743,40986.269589
1528,400 2012,1,1859.762004,154477.837278
1529,702 5005,1,843.016916,36423.633222
1530,702 5006,2,666.854243,24161.722716
1531,801 5009,2,685.873113,24111.766975
1533,400 1015,1,442.348775,12160.0053
1534,400 1017,1,793.226512,27692.329435
1535,801 1009,1,444.626616,7324.946883
1537,701 2001,1,689.603023,19877.42799
1539,701 2003,1,682.872831,19517.227984
1540,701 2002,1,653.566866,18687.237536
1541,600 2006,1,406.064817,10286.038656
1542,600 3002,1,529.833928,17184.647515
1543,600 2005,3,1756.745168,86295.920915
1544,901 2009,1,1654.060122,69459.354149
1546,600 4000,2,1206.40724,53297.421598
1549,802 2014,1,967.579991,58922.714858
1550,802 3000,2,948.231789,10258.243921
1551,702 5001,1,890.520791,14659.529177
1552,801 2018,1,1281.423123,98888.258594
1553,801 1008,1,439.906979,11406.467742
1554,801 1007,2,278.82818,3098.384776
1555,701 2005,2,1444.898217,123255.614112
1556,801 1005,2,718.914396,32287.046666
1557,801 1004,1,583.433958,19736.24629
1558,701 2004,1,1094.549102,69438.120766
1560,100 4999,2,5624.118102,381580.247901
1562,202 4999,1,1765.894378,162259.402202
1563,801 4999,3,2367.100961,132612.134126
1564,801 4010,11,2640.533976,180958.131495
1565,802 3004,4,1993.800616,138596.222727
1566,801 4009,4,1668.183204,74972.227225
1569,802 3002,2,4287.217405,246781.316892
1571,801 1000,4,1999.672736,190862.051716
1572,801 1006,1,1233.564665,66669.469526
1573,1500 4012,1,602.425097,17679.622764
1574,1500 5000,1,849.016914,31733.151897
1575,1500 5001,1,641.635021,20955.856357
1576,1500 4011,1,996.119904,47480.772812
1577,1500 4010,1,808.093183,27888.116653
1578,1500 4015,1,1154.336191,43848.718536
1579,1500 4009,1,241.148308,3539.168237
1580,1500 4014,1,1064.370063,42325.776552
1581,1500 4008,1,1010.365922,40289.471843
1582,1500 4003,1,533.523244,16095.284405
1583,1100 4031,1,249.268148,3521.013634
1584,901 7001,1,331.925525,5008.263902
1585,1100 4030,1,265.773488,3193.819648
1586,1302 1001,2,785.444653,28143.999432
1587,1302 1002,3,2223.03648,113081.953686
1588,1200 3000,1,695.209411,26316.324877
1589,1200 3001,1,688.273437,22884.414432
1590,1200 3002,1,636.30949,20618.137821
1591,1200 3003,1,553.834426,16445.769349
1592,1001 2014,1,530.886753,15107.94626
1593,1001 2013,1,419.00736,7527.626435
1594,1001 2016,1,509.032179,15762.354374
1595,1001 2017,1,509.626701,15756.105152
1596,1001 2018,1,570.398207,15725.133055
1597,1001 7002,1,597.369076,22314.529597
1598,1001 7000,1,491.914182,12768.390555
1599,1001 7003,1,508.223735,15648.991517
1600,1001 7001,1,646.37471,26012.803562
1601,1001 7005,1,747.675792,29718.335882
1602,1001 7004,1,508.404874,15622.784967
1603,1001 2012,1,536.485995,18487.020852
1604,1200 1014,1,114.663911,632.798116
1605,1001 2015,1,93.699922,282.034704
1606,1200 1009,1,562.057351,15290.038925
1607,1200 1008,1,461.554306,11631.862646
1608,1200 1007,1,663.894278,19563.406414
1609,1100 1000,1,493.224844,12848.96457
1610,1500 1027,2,1751.724233,143705.499544
1611,1500 6010,1,632.291405,21516.670362
1612,1401 6008,1,1146.560159,41999.627479
1613,1401 6009,2,828.036581,28168.167027
1614,1500 6009,1,682.459542,24309.226624
1615,1401 6007,1,656.828695,20986.526797
1616,1401 6010,1,210.384525,2121.045423
1617,1500 1026,1,754.699569,27446.880176
1618,1500 6008,1,455.754562,11504.395827
1619,1200 4010,1,547.507801,15834.788806
1620,1200 4009,1,587.274888,17509.243358
1621,1200 4008,1,359.687746,7947.158779
1622,1001 4010,1,586.137716,17501.864246
1623,1001 4009,1,587.58126,17526.426643
1624,1001 6016,1,509.595544,14297.442698
1625,1001 6015,1,513.761885,14447.628935
1626,1001 6014,1,467.909632,12477.03319
1627,1200 4011,1,495.088801,13017.844193
1628,1002 1000,1,316.479928,5039.575625
1629,901 1005,1,592.372239,16299.78903
1630,1002 1001,1,437.24379,8971.98995
1631,1001 4014,1,126.126738,487.194045
1632,1200 4001,1,577.471468,16373.724694
1633,1200 4002,1,367.854636,7657.276027
1634,1200 4003,1,546.57592,15828.584777
1635,1200 4004,1,586.513352,17456.376456
1636,1200 4006,1,118.935781,565.768077
1637,1200 4005,1,411.35061,9989.803505
1638,1001 4012,1,862.840301,44373.731502
1639,1001 4011,1,553.715952,16170.731464
1640,1001 4007,1,586.829313,17511.644533
1641,1001 4008,1,586.993084,17519.513258
1642,1001 6009,1,509.464756,14288.244627
1643,1001 6010,1,513.833236,14475.337182
1644,1001 6011,1,465.880021,12474.436031
1645,1001 6012,1,717.809236,29432.407649
1646,1001 6013,1,166.884295,1278.976333
1647,1200 3011,1,89.257378,164.611913
1648,1001 4013,1,171.693856,1750.527417
1649,901 7005,1,202.904234,2797.386256
1650,1200 4007,1,171.635239,1765.57098
1651,1200 3010,1,650.727591,20368.263686
1652,1200 3009,1,575.086057,17361.294281
1653,901 7000,1,283.970936,4351.02036
1654,1200 3008,1,639.279498,19664.794099
1655,1200 3007,1,600.31038,18928.425226
1656,1001 4006,1,600.409888,18865.766194
1657,1001 4005,1,599.232818,18939.754464
1658,1001 6008,1,523.586412,15435.949066
1659,1001 6007,1,528.267375,15693.473939
1660,1001 6006,1,479.266886,13432.373933
1661,1001 6005,1,600.891471,18962.688279
1662,1200 3006,1,408.558097,10179.464887
1663,901 7004,1,637.054516,16678.384955
1664,1200 3004,1,601.010552,18903.098572
1665,1100 4029,1,298.353587,4063.828814
1666,1200 3005,1,307.711552,5288.63107
1667,1001 4002,1,346.829401,7649.151228
1668,1100 4028,1,330.895919,6487.184731
1669,1001 4003,1,600.929295,18951.13097
1670,1001 4001,1,625.940124,19457.639019
1671,1001 4004,1,599.284556,18822.999257
1672,1001 4000,1,843.708511,43943.576641
1673,1001 6000,1,521.669375,15388.310832
1674,1001 6001,1,527.400393,15623.032803
1675,1001 6002,1,478.84352,13482.334516
1676,1001 6003,1,600.519766,18885.268087
1677,1001 6004,1,741.889286,26773.346116
1678,1200 2005,1,113.509753,587.733229
1679,1001 2029,1,297.496212,4465.397695
1680,1001 2030,1,347.667555,7054.402337
1681,901 7002,3,2236.618015,93246.526335
1682,1200 2006,1,547.320655,16225.84523
1683,1200 2007,1,661.611221,23359.097276
1684,1001 7012,1,541.411243,16960.326737
1685,1001 2031,1,601.414065,19979.950252
1686,1001 7013,1,545.231372,17152.957308
1687,1001 2028,1,501.75243,15104.949849
1688,1001 7014,1,496.401888,14774.815433
1689,1001 2032,1,504.646292,10139.805603
1690,1001 7015,1,619.582737,20885.81789
1691,1001 7016,1,808.330206,29263.185813
1692,901 7003,1,214.277987,2561.457851
1693,1301 1009,1,1004.246514,59838.139072
1694,1301 1011,1,408.359815,10320.096429
1695,1200 2000,1,790.40535,29099.616579
1696,1200 2001,1,634.165751,21044.51691
1697,1200 2002,1,614.707562,21232.119781
1698,1100 4027,1,629.17786,23329.053767
1699,1200 2003,1,740.437161,22961.10767
1700,1001 2026,1,364.475566,5815.215817
1701,1001 2025,1,584.86507,16935.525857
1702,1001 2024,1,497.640874,14822.498904
1703,1001 2023,1,530.418791,16388.586752
1704,1001 2022,1,472.990751,13741.216044
1705,1001 7010,1,541.015878,16966.127724
1706,1001 2021,1,642.245298,21778.882089
1707,1001 7009,1,546.027337,17237.497242
1708,1001 7008,1,497.460963,14833.290022
1709,1001 7007,1,618.116933,20772.106129
1710,1200 2004,1,510.143911,10980.061698
1711,1001 7006,1,826.159691,30890.472541
1712,1001 2027,1,120.06887,614.270868
1713,1301 7007,1,303.772307,3947.882725
1714,1001 2020,1,570.278212,15727.777735
1715,1001 7011,1,491.761449,12864.048835
1716,1301 7006,2,909.71773,37793.849171
1717,1200 1011,1,595.281649,20734.926306
1718,1200 1010,1,732.839114,28346.899448
1719,1200 1012,1,702.957623,26980.890904
1720,1100 4011,1,513.008545,15821.071223
1721,1100 4013,2,1101.974057,63957.718067
1722,1100 4012,2,666.891386,6324.935611
1723,1200 1013,2,384.344166,7926.117687
1724,1301 7005,1,931.619319,35866.106401
1725,1301 7000,1,701.871628,14812.114146
1726,1301 1008,1,1280.107953,56474.548005
1727,1301 1007,1,570.612775,15711.467758
1728,1301 7001,1,736.491272,30224.649725
1729,1200 1003,1,491.58836,12589.482354
1730,1200 1004,1,442.820115,10975.676829
1731,1200 1005,1,489.865046,11427.432409
1732,1100 4010,1,630.985156,10414.223964
1733,1100 4009,1,355.420852,3860.189273
1734,1001 2019,1,657.64922,24942.675438
1735,1001 8016,1,579.822676,20327.273725
1736,1001 8014,1,536.722518,17761.823529
1737,1001 8011,1,448.842728,12535.625307
1738,1001 8015,1,585.403689,20640.252661
1739,1001 2009,1,595.227511,19473.910513
1740,1200 1006,1,330.626655,5390.082614
1741,1001 8013,1,426.348383,7746.136238
1742,1001 8012,1,454.099032,12535.373859
1743,1100 4015,1,367.78953,4575.721123
1744,1100 4014,1,841.885063,44508.708042
1745,1100 4016,1,464.707992,8747.687429
1746,1301 5012,1,438.85379,8306.828667
1747,1001 2008,1,322.201213,4613.782342
1748,1301 5011,1,900.392274,47493.293184
1749,1100 4019,1,596.066088,21238.576301
1750,1200 1002,1,518.820731,15968.966592
1751,1301 7002,1,882.625954,41850.341267
1752,1100 4008,1,375.173132,7042.161564
1753,1001 2005,1,662.542312,27191.011368
1754,1001 2007,1,414.548898,9456.549472
1755,1001 2006,1,154.856858,1028.773022
1756,1001 8006,1,610.31594,22934.495504
1757,1001 8007,1,615.318003,23263.828988
1758,1001 8008,1,567.070925,20095.884291
1759,1001 2010,1,969.498686,57369.759697
1760,1001 2011,2,647.290806,15502.979455
1761,1100 4007,1,517.171384,15303.846529
1762,1001 8009,1,613.486573,19968.557421
1763,1301 5013,1,274.929852,5207.230795
1764,1301 1006,2,1799.923765,132343.187971
1765,1100 4006,1,422.271276,9211.652849
1766,1100 4017,1,523.791995,11961.181367
1767,1100 4018,1,565.860499,15341.641297
1768,1200 1001,1,283.25645,4542.472988
1769,1001 8010,1,258.412334,3285.796922
1770,1301 5010,1,620.451405,18666.416812
1771,1200 1000,1,114.082012,678.782321
1772,1402 2007,1,122.79044,807.891273
1773,1100 4000,1,598.45519,16223.663244
1774,1301 7003,1,550.240019,19275.947186
1775,1100 4001,1,308.846054,4560.299983
1776,1301 7004,1,720.693941,32946.008676
1777,1100 4002,2,2086.547151,192979.518068
1778,1100 4003,1,465.841194,12084.608885
1779,1100 4005,1,261.918127,3130.693626
1780,1100 4004,1,509.256455,13965.885644
1781,1001 2000,1,572.968707,19984.218702
1782,1001 2001,1,518.645824,16178.35164
1783,1001 2004,1,543.418793,12013.144132
1784,1001 2002,1,518.28642,16184.058175
1785,1001 8005,1,647.805137,26348.020108
1786,1001 8004,1,655.212856,26724.206619
1787,1001 2003,1,640.464384,20419.038283
1788,1001 8003,1,568.786097,20407.032399
1789,1301 5002,1,567.800369,18776.683057
1790,1100 4020,1,136.453233,949.888583
1791,1001 1011,1,566.71823,15112.157832
1792,1001 8002,1,252.253353,3028.780232
1793,1301 5009,1,469.759118,12673.573886
1794,1100 4026,1,620.167499,19654.626734
1795,1301 5003,1,642.83434,22277.739513
1796,1100 5024,1,667.994256,26652.306963
1797,1100 5025,1,439.579283,11435.415016
1798,1001 8000,1,524.088066,12089.324243
1799,1100 5027,1,449.262742,11158.442193
1800,1100 5026,1,576.963091,20766.448049
1801,1001 1010,1,853.671078,39231.706407
1802,1001 1009,1,554.451703,14089.944485
1803,1001 1008,1,513.801048,11787.600845
1804,1100 3009,2,509.810344,12430.067801
1805,1301 5008,1,550.679669,17383.411912
1806,1100 4025,1,610.861916,18675.88491
1807,1001 8001,1,652.505529,25783.935885
1808,1100 4021,1,687.183772,22961.020506
1809,1100 3007,1,809.760278,29035.03911
1810,1100 4022,1,610.94064,18664.115723
1811,1100 5021,1,345.126156,6253.656025
1812,1100 5023,1,689.558309,26241.103771
1813,1100 5020,1,535.774994,17703.237044
1814,1100 5019,1,509.660074,15601.407877
1815,1001 1006,1,620.909439,23301.792982
1816,1001 1005,1,663.573532,25463.672138
1817,1001 1004,1,708.989786,27592.805035
1818,1100 3008,2,758.610607,30837.446101
1819,1301 5001,1,268.290843,2680.441024
1820,1301 5007,1,533.60154,14301.86079
1821,1301 5006,1,484.850876,13142.651287
1822,1301 5004,1,985.717385,58944.491107
1823,1100 3006,1,267.38759,2862.065445
1824,1100 4023,1,544.168568,13495.247307
1825,1100 5022,1,695.954736,20273.236393
1826,1100 3005,1,728.559804,21675.254295
1827,1100 5016,1,521.831296,16661.748119
1828,1100 5017,1,586.674098,19848.114634
1829,1001 1007,1,522.204621,13306.149789
1830,1100 3004,1,673.166228,19502.589323
1831,1100 4024,1,373.837308,6284.328439
1832,1100 3003,1,485.405595,10158.644663
1833,1100 5015,1,696.489928,20389.719724
1834,1402 2008,1,752.024769,28518.416437
1835,1301 5000,2,3363.390244,257661.108431
1836,1100 3002,1,76.679917,237.135564
1837,1301 5005,1,1299.696228,46921.823007
1838,1402 2005,1,193.495194,1531.81215
1839,1402 2009,1,498.203757,12409.885988
1840,1402 2017,1,632.338134,20968.156979
1841,1100 3000,1,612.111221,16893.957596
1842,1100 5028,1,247.954138,2469.977682
1843,1100 3001,1,578.155681,16166.325091
1844,1100 5013,1,654.78604,17714.909262
1845,1100 5012,1,520.165,16536.006217
1846,1100 5011,1,518.279089,16513.080115
1847,1001 1003,1,781.930961,35562.672433
1848,1100 5018,1,375.157474,7992.839125
1849,1001 1002,1,877.470466,47039.514791
1850,1402 2006,1,1333.412439,62515.935414
1851,1402 2016,1,552.944667,14720.106403
1852,1100 1022,1,543.38941,14287.63834
1853,1100 1020,1,588.319878,16152.963456
1854,1100 1021,1,439.931448,9840.108161
1855,1402 2010,1,550.227395,14646.355953
1856,1402 2002,1,431.585994,9230.545543
1857,1001 1001,1,395.149321,10101.704729
1858,1100 1018,1,471.636646,11398.365951
1859,1402 2014,1,578.297521,14961.626889
1860,1100 1019,1,582.038815,15503.750432
1861,1402 2015,1,504.333585,11926.911082
1862,1001 1000,1,563.915714,15144.597121
1863,1402 2001,1,767.094418,30632.116446
1864,1402 2004,1,696.265965,24651.329845
1865,1402 2000,2,2750.072278,235140.232245
1866,1402 2003,1,602.372394,21614.919057
1867,1402 2012,1,468.697212,11571.48071
1868,1402 2013,1,598.343442,16643.18024
1869,1100 1017,1,420.94543,10022.218733
1870,1402 2011,1,699.405847,25284.452852
1871,1100 1015,1,598.104367,17244.256502
1872,1100 5005,1,623.994503,19699.15724
1873,1100 1014,1,750.256325,32780.813014
1874,1100 5004,1,589.402613,13370.602965
1875,1100 5014,1,710.085263,17904.693347
1876,1100 5006,1,592.838957,16671.320705
1877,1100 5010,1,591.93401,16404.156528
1878,1100 5009,1,632.433681,23884.117792
1879,1100 5008,1,361.052514,6471.582391
1880,1301 1003,4,2395.695041,175247.048526
1881,1401 3020,1,703.182522,26040.115963
1882,1401 3019,1,522.325407,16194.927773
1883,1100 1016,1,857.445915,35814.606147
1884,1100 1012,2,780.76225,32073.065658
1885,1100 1013,1,533.378353,17479.214068
1886,1401 3017,1,768.891294,30259.175589
1887,1402 1015,1,578.855628,21376.979832
1888,1100 5003,1,297.17891,4163.091337
1889,1402 1011,1,630.331113,21555.640456
1890,1401 3018,1,682.332126,22128.242294
1891,1100 1010,1,742.906469,28593.835465
1892,1401 3015,1,474.985649,13676.907224
1893,1100 1011,1,769.426345,30623.81071
1894,1100 5002,1,477.727946,9331.443404
1895,1401 3014,1,748.709898,28860.900836
1896,1100 5001,1,242.373934,3456.660588
1897,1402 1009,1,685.94297,25578.14887
1898,1401 3016,1,730.466336,28196.169513
1899,1100 5007,1,905.311552,41742.969786
1900,1402 1010,1,746.908367,28246.29032
1901,1402 1008,1,903.910796,51674.487257
1902,1402 1014,1,857.814079,28775.70793
1903,1402 1013,1,439.041998,9792.5448
1904,1500 1028,2,1107.059367,62725.534801
1905,1401 3008,1,104.126446,440.899142
1906,1401 3009,1,608.773927,20447.76854
1907,1401 3010,1,737.727423,16327.630374
1908,1401 3012,1,439.197795,11907.631039
1909,1401 3011,1,663.271705,23073.988061
1910,1401 3013,1,796.474036,29373.016258
1911,1100 1009,1,620.769949,20616.314309
1912,1100 1008,1,746.525643,27524.58414
1913,1402 1000,1,576.561509,21011.414283
1914,1402 1012,1,612.644081,20122.030549
1915,1402 1007,1,672.729034,20254.793349
1916,1401 3007,1,69.4216,219.142077
1917,1402 1005,1,614.109681,21396.351497
1918,1402 1006,1,591.964341,19846.567006
1919,1401 3006,1,313.617205,5653.638026
1920,1401 3004,1,454.380118,12446.344526
1921,1401 3005,1,635.171476,21870.699826
1922,1401 6016,1,616.791023,20556.416818
1923,1401 6015,1,437.989378,11886.058665
1924,1100 1005,1,528.110023,15957.324915
1925,1401 6014,1,866.158579,32979.324676
1926,1100 1006,1,632.030156,20922.215868
1927,1402 1001,1,460.85078,12250.657325
1928,1100 5000,1,690.115599,23015.605156
1929,1100 1007,1,365.960818,6473.046276
1930,1402 1002,1,265.845548,3417.204535
1931,1402 1004,1,283.11984,3841.656366
1932,1401 3001,1,442.906813,12271.702591
1933,1401 3000,1,81.386549,316.206802
1934,1401 6017,1,579.208398,18537.824893
1935,1401 3003,1,523.892788,15941.386065
1936,1401 3002,1,633.706863,21741.397869
1937,1100 1003,1,509.913328,14514.947298
1938,1401 6013,1,924.448653,36151.181267
1939,1402 1003,1,754.225795,28203.619153
1940,1100 1004,1,468.10228,12944.990971
1941,1100 1001,1,307.303834,5249.892841
1942,1100 1002,1,623.331749,14823.561512
1943,1500 6012,1,599.459687,19333.760074
1944,1500 6011,1,634.247845,21742.228378
1945,1401 6018,1,586.037944,18448.34876
1946,1401 6012,1,947.393752,36369.601703
1947,1500 6013,1,629.087635,17967.182351
1948,1401 6011,1,159.90485,493.102082
1949,1500 6005,1,662.717073,24786.159266
1950,1500 6004,1,1105.813318,72230.125882
1951,1401 6006,1,751.96872,28803.957565
1952,1401 6005,1,958.340657,38713.266618
1953,1500 1024,1,853.693827,30702.021776
1954,1500 6007,1,411.74898,9541.721761
1955,1500 6006,1,465.400883,11619.187954
1956,1500 6001,1,235.197457,3089.701903
1957,1500 1025,1,649.289919,20911.360653
1958,1500 1020,1,739.870371,28166.973687
1959,1500 1022,1,609.400447,15995.795712
1960,1500 1021,1,668.054934,21748.176861
1961,1500 6000,1,546.783134,13896.541639
1962,1500 1023,1,1053.487682,62684.135843
1963,1500 6002,1,683.285251,27041.163456
1964,1500 6003,2,871.904772,38317.081233
1965,1401 6003,1,757.485608,31716.409919
1966,1401 6004,1,670.290748,22978.320495
1967,1401 6002,1,603.094914,17986.015362
1968,1500 5010,1,891.450338,30401.0024
1969,1401 6001,1,348.414836,6461.018899
1970,1500 3009,1,507.167593,11966.19262
1971,1500 3008,1,944.585477,35395.600292
1972,1500 3007,1,647.938767,21531.530103
1973,1500 5007,1,547.949775,17832.843863
1974,1500 5008,1,555.118361,18411.41226
1975,1500 5009,1,971.377343,32623.454011
1976,1401 6000,2,565.931026,15093.562913
1977,1500 3006,1,672.872824,25409.99564
1978,1500 5006,2,801.149124,24278.891708
1979,1500 3000,3,1165.544208,85912.786935
1980,1500 3001,1,901.354296,38045.739576
1981,1500 3002,1,658.577514,21929.620078
1982,1500 3003,1,779.49049,25739.930498
1983,1500 3004,1,574.823152,16941.225849
1984,1500 5005,1,540.175776,17706.534487
1985,1500 3005,1,149.257087,754.130417
1986,1500 5004,1,567.857542,19126.058771
1987,1500 5003,2,1173.559205,71597.887818
1988,1500 4013,1,644.704509,21102.503843
1989,1500 5002,1,860.801017,35931.214997
1990,1500 4004,1,604.291921,18472.205222
1991,1500 4005,1,944.65771,29653.877196
1992,1500 4006,1,935.423827,33867.318486
1993,1500 4007,1,1039.345379,38783.539065
1994,1500 1004,1,1088.632782,40017.546965
1995,1500 4000,3,4327.759047,255519.555921
1996,1500 1014,1,1082.456896,50071.496229
1997,1500 1012,1,1341.059914,67918.604585
1998,1500 1011,1,771.697847,26522.737191
1999,1500 1010,1,949.42209,33704.235885
2000,1500 1008,1,836.222339,29603.908461
2121,2400 2002,1,721.395052,31132.393996
2126,2301 1001,1,1091.456962,40497.401937
2573,9504 7003,1,450.685969,12382.531682
2710,9501 4000,1,668.566743,19726.421284
2766,4902 2000,1,521.880004,14872.215616
2779,5800 1057,1,487.275161,13672.990338
2808,5800 1046,1,478.447612,13461.935625
2814,5800 1038,1,428.095206,10785.395785
2832,4901 2009,1,506.536236,14604.728145
2864,5800 1022,1,619.205286,24432.831527
2883,5800 1021,1,480.601405,13446.290756
2909,5800 1016,1,414.668597,10492.43506
2931,5800 1002,1,440.389316,11372.809309
2960,4902 2009,1,436.987227,11209.812409
2980,4902 2008,1,490.82965,13318.098193
2002,1302 1004,1,359.392323,8648.696824
2110,2400 2009,1,94.628839,415.23321
2112,2501 1001,1,328.008216,5942.678834
2746,5100 1008,1,673.161798,27259.465345
2747,5100 1007,1,523.525797,17062.410876
2748,5100 1009,1,538.398638,18034.464565
2749,5202 1005,1,493.043962,13706.251414
2750,5202 1004,1,610.645502,22974.004787
2751,5100 1010,1,451.955659,12207.488872
2752,5302 1016,1,492.173301,13667.227914
2753,5302 1015,1,611.669705,23016.810492
2754,5402 1007,1,619.45025,23538.479117
2755,5401 1012,1,573.588442,20526.148533
2756,5500 3011,2,400.816479,10278.882175
2757,5401 1013,1,520.430944,16860.070565
2758,5500 3012,1,430.583064,7751.057647
2759,5402 1006,1,579.054979,20834.841715
2760,5500 3010,1,343.503509,5518.553681
2761,5401 1009,1,88.429464,456.24846
2762,5401 1011,1,656.101836,25434.677393
2763,5100 1001,1,442.141638,12109.93433
2764,5600 1004,1,511.419043,16769.637284
2765,4002 2000,1,710.345504,26103.552426
2767,4902 2003,1,536.331931,16142.644631
2768,5000 3004,1,389.902123,6806.453436
2769,5000 2008,1,535.676961,16112.420345
2770,5000 2009,1,509.237354,16192.115721
2771,5000 3003,1,660.871078,27610.502591
2772,4902 2002,1,704.782852,31037.766337
2773,5302 1004,1,392.319739,6694.527192
2774,5201 2009,1,272.891606,4325.361311
2775,5201 1008,2,695.019958,27809.872991
2776,4902 2001,1,538.971498,16408.248302
