OBJECTID,CJRTRACTBLOCK,CNT_CJRTRACTBLOCK,SHAPE_Length,SHAPE_Area
10,7308 1997,1,613.754269,16045.476025
11,7308 1010,1,996.828027,25809.569356
12,7308 1011,2,734.095991,15918.733178
13,7308 1999,2,1672.866242,136545.239365
14,7308 1009,1,852.322458,29630.32312
15,7308 1003,2,1202.48266,60653.113384
16,7308 1007,1,116.239613,672.116682
17,7308 1002,2,1093.01777,66713.65371
18,7308 1001,1,189.363535,1941.774016
19,7308 1998,1,9073.353214,2755182.644264
20,7308 1008,13,4566.368495,723622.184449
21,9808 4006,2,893.37814,43979.192221
22,9808 4005,1,429.473451,10413.426943
23,9808 4007,2,2330.516829,214302.893358
24,7308 1004,1,621.059554,5105.037954
25,7308 1005,1,393.313622,4714.422418
26,9808 4000,3,1872.748666,99925.640263
27,9808 4004,1,1619.59488,81594.555095
28,9808 4001,1,1141.326053,29430.959594
29,7308 1000,7,7037.818026,847924.506473
30,9808 4003,1,671.066267,25580.045012
31,7308 1006,2,439.623314,10713.15477
32,9806 1008,1,343.658913,7125.665894
33,9808 4002,1,1020.081884,48032.084761
34,9806 1007,2,426.162266,10382.6873
35,9806 3006,1,374.493817,7681.087445
36,9806 1006,1,390.855413,8807.941191
37,9807 3009,1,1278.567039,50676.089332
38,9807 3008,1,948.291171,34580.894878
39,9806 1004,2,566.652734,13855.575193
40,9806 1005,1,371.380224,8165.853246
41,9807 3003,1,342.970952,5103.312067
42,9807 3004,1,1162.319939,45755.861805
43,9806 3005,1,487.990994,14006.000209
44,9806 1003,1,360.917812,7698.416165
45,9806 2004,1,1558.888777,99640.698544
46,9807 3007,1,884.481123,35310.090454
47,9806 3004,1,538.813272,15317.796963
48,9807 3005,1,596.996291,18626.868743
49,9806 3003,1,553.710248,15991.043252
50,9807 3006,1,851.606764,29747.451797
51,9807 3002,2,1161.089918,36135.568767
52,7301 1010,20,3481.688402,500352.700354
53,9807 3001,2,2230.586907,204096.162696
54,9806 2005,1,1477.316819,43546.534758
55,9806 3002,1,623.33122,24269.329608
56,9807 3000,1,1114.892585,47730.958106
57,9806 1001,1,818.17431,26451.9778
58,9806 2000,3,1341.062117,71685.192165
59,9806 1002,1,1027.312124,42945.19086
60,9806 1000,1,1524.732264,105977.774586
61,7301 1009,63,2467.741696,303318.737166
62,9807 1012,1,809.706814,29911.645467
63,9802 2003,1,941.52392,34903.609041
64,9802 2002,1,554.450849,17482.158941
65,7301 1008,5,362.18375,5677.432005
66,7301 1007,2,220.2461,764.480667
67,9700 2002,1,921.603109,29684.87625
68,9806 3001,1,536.764389,17569.70661
69,9807 1010,1,683.476911,24956.252899
70,9700 2001,1,141.437338,886.317839
71,9807 1011,1,546.091944,16430.940149
72,9806 2001,2,1240.353449,65887.555705
73,9802 2001,1,554.080915,17471.332956
74,9802 2000,1,1139.208762,44316.441045
75,9806 2002,2,1786.426648,98344.138552
76,9806 2003,2,2252.032825,133733.648885
77,9806 2006,1,680.404555,23283.182056
78,9806 3000,1,553.509847,18693.521819
79,9807 1006,1,774.783765,31314.146082
80,9807 1007,1,647.012392,23050.781396
81,9807 1008,1,599.236465,16600.435306
82,9807 1009,1,524.212608,13634.792957
83,9802 1001,1,1212.852567,54563.774153
84,9803 2007,1,633.283996,22045.82974
85,9700 2000,1,1177.555213,58849.960641
86,9802 1000,1,868.818557,31987.847822
87,9801 1007,1,829.829194,29098.620359
88,9803 2006,1,605.892355,17607.0552
89,9803 2005,1,695.139666,26183.839629
90,9801 1004,1,721.913736,27384.057266
91,9700 1004,1,599.478561,21495.112391
92,9807 1005,2,722.437,17839.851466
93,9807 1004,1,733.845205,24831.222745
94,9801 1006,2,981.814864,39714.727526
95,9801 1005,1,741.47649,30817.561903
96,9801 1003,1,1123.014109,64533.693078
97,9803 2003,1,684.710573,23229.863517
98,9807 1003,1,836.398686,30879.07125
99,9803 2002,1,345.505397,5948.69612
100,9803 3004,1,781.610777,26634.07935
101,9803 2004,1,816.248915,22691.360189
102,9803 3005,1,1018.1361,39243.689268
103,9803 3003,1,791.895448,28931.03286
104,7301 1997,1,5577.134629,1303350.681061
105,9801 1002,1,2195.14182,125569.358434
106,9803 3000,1,463.844391,8348.60801
107,9803 2001,1,673.025942,21241.500345
108,9803 2000,1,131.863902,796.377971
109,9801 1001,1,1151.428697,63049.863988
110,9803 3001,1,924.614891,40180.330832
111,9801 1000,5,1769.526564,68441.887461
112,9700 1001,1,1261.164365,71926.858788
113,9803 4004,1,685.144445,27990.749971
114,9803 4005,1,632.441375,19329.568103
115,9803 3002,1,913.35012,34298.397998
116,9803 4003,1,621.635732,19422.956279
117,9803 4006,1,143.975499,798.905891
118,9700 1000,2,1045.952744,43917.528872
119,9807 1002,3,3110.954353,258933.451821
120,9804 1004,1,1871.189916,127385.886554
121,9807 1001,3,2905.651612,32639.559072
122,9807 1000,1,1098.387688,8960.346458
123,9804 1003,1,773.369971,25774.234688
124,7302 2018,1,836.704493,6879.935243
125,9803 4002,1,647.752659,17984.785337
126,9804 1002,1,567.850147,13951.218603
127,9803 4001,1,878.83531,36318.542798
128,7302 2020,1,453.400022,12764.301891
129,7304 3005,1,987.762462,39188.186287
130,9804 1001,1,270.623297,5067.681093
131,7302 2019,1,404.199789,10186.330053
132,7304 2005,1,389.083862,9880.331032
133,7302 2021,1,449.006374,12551.153644
134,7304 2006,1,490.254556,14373.740584
135,9804 1005,2,1532.654295,85868.918157
136,9803 4000,1,1440.107387,91775.020589
137,9804 1006,1,513.91377,15133.305697
138,7304 3003,1,1127.067727,61416.573519
139,7304 3004,1,484.743098,11874.163726
140,7304 2003,1,522.385022,15663.515452
141,9804 1009,1,972.007733,40386.728491
142,9804 1008,1,451.344649,12374.596392
143,9804 1007,1,441.87602,11892.398291
144,7304 2002,1,620.08331,23560.692254
145,7302 2015,1,735.891709,26258.755918
146,9804 1000,3,2214.650716,180463.551063
147,7302 2014,1,412.580325,10479.284186
148,7304 3002,1,484.05405,12979.420781
149,7304 2001,1,335.541674,6952.065309
150,7304 3001,1,465.095414,11960.346715
151,7302 2012,1,499.957252,11840.290584
152,7302 2013,1,342.217571,4832.764921
153,7304 2004,1,501.870037,14751.07821
154,7302 2009,2,551.850954,12946.770929
155,7302 2010,1,562.694297,18402.814402
156,7302 2008,1,861.247923,25955.717166
157,7302 2007,1,918.441204,18109.715979
158,7302 2006,1,534.57123,14160.076278
159,7302 2011,1,564.364959,18502.667762
160,7302 2016,4,2998.31712,266010.922857
161,7301 1006,2,3757.807384,28220.575652
162,7302 2017,5,1601.121605,55782.80742
163,7302 2005,1,443.621084,11088.093931
164,7302 2003,1,449.810544,13016.118071
165,7302 1010,1,627.515957,17636.710535
166,7302 2004,1,262.05305,3694.195503
167,7302 1013,1,1187.042718,46152.416404
168,9809 1012,1,805.848125,47655.015078
169,7302 1009,1,772.42768,26493.762729
170,7302 1012,1,649.822794,19070.059651
171,7302 1008,1,774.249918,26448.389708
172,7302 1003,1,510.770756,15595.931559
173,7302 1011,1,696.561375,22172.697657
174,7302 1006,1,703.150764,23393.92778
175,9809 1014,1,451.682126,12506.068708
176,7302 1007,1,652.204663,19894.262689
177,9809 1010,1,853.713063,33252.603154
178,7302 1004,1,677.030021,24124.026412
179,9809 1011,1,381.582348,8388.541715
180,7302 1005,1,432.579623,13456.3469
181,9809 1009,1,95.740996,433.887366
182,7301 1004,15,2296.740782,324525.011894
183,9809 1008,2,898.057688,20788.219557
184,9809 1006,1,333.075502,7531.651422
185,7301 1005,71,7772.466412,2246304.315852
186,9809 1007,2,1131.178463,49492.672067
187,9809 1001,1,640.000237,16992.745517
188,7301 1998,1,11564.497492,3356516.130324
189,9809 1002,1,928.164996,49030.767383
190,9809 1003,2,1161.478124,72967.99182
191,7406 4002,1,297.98081,5268.419109
192,7401 2003,1,508.477692,14880.512087
193,7406 4000,1,1780.677407,119665.087935
194,7406 4003,1,975.881666,49674.85725
195,6202 1153,1,473.075951,14476.436768
196,6202 1152,1,416.165443,8514.943892
197,7407 5008,1,1143.495404,54015.963596
198,7401 1021,1,974.34071,38439.848891
199,6202 1151,1,539.143833,16288.754381
200,7407 5006,3,811.559781,31026.38545
201,6202 1150,2,591.895341,10974.953732
202,7401 1020,1,944.342597,46811.776551
203,7401 1017,2,743.236922,14892.929137
204,7407 5003,2,869.878635,38173.892966
205,7407 5005,1,1015.918301,48980.603426
206,7401 1009,2,866.712478,34071.352057
207,7401 1018,3,562.208254,15185.697567
208,7401 1010,2,357.493747,2021.148274
209,7407 5004,1,421.11963,10925.491316
210,7401 1011,3,604.904608,16424.849263
211,7401 1007,1,649.340669,22887.320142
212,7503 3019,1,393.830745,9476.469934
213,7503 3018,1,394.602522,8325.318147
214,7401 1008,2,678.898545,18553.636776
215,7401 1012,1,540.116549,8534.678893
216,7401 1006,1,462.824158,13549.363589
217,7401 1014,4,850.628519,22293.689563
218,7401 1005,1,421.670409,9214.807427
219,6400 2032,1,1239.332811,32012.760718
220,7401 1013,6,1058.380442,52924.08782
221,7503 3007,1,531.605967,15942.892236
222,6400 2031,1,460.5665,11491.388893
223,7503 3006,1,498.37631,14128.856562
224,7503 3005,1,280.62063,2434.439159
225,7503 3008,1,310.46822,5320.4653
226,6400 2998,1,2226.093372,131327.111413
227,7503 3004,1,525.696938,9748.380712
228,6400 2028,1,716.154136,20765.788204
229,6400 2027,1,753.09397,17403.603453
230,6400 2026,1,829.822836,37517.80567
231,6400 2029,1,171.066292,965.80544
232,7301 1000,3,1569.10226,36774.344441
233,7301 1001,3,491.598191,11853.842846
234,7503 3003,2,675.835373,25070.621484
235,7301 1002,1,152.00306,1401.500784
236,6400 2030,2,990.510889,39170.433961
237,6400 2019,2,472.425038,13818.647439
238,6400 2020,1,470.312997,13705.447852
239,6400 2021,1,357.051273,7307.744365
240,6400 2022,3,1396.561296,39708.971506
241,7401 1003,3,1753.793677,23350.053413
242,7301 1999,2,5469.895484,569497.345994
244,7401 1002,13,3200.669994,468155.755057
250,6400 2999,1,1617.079983,96268.661172
270,6302 1000,12,3112.631432,368089.706578
271,6302 1999,2,4240.069736,292101.03919
278,6202 1999,3,13778.222621,2615126.34932
394,6202 1148,2,9640.694644,135067.351903
968,7302 2002,1,216.195915,1943.364012
969,7304 3000,1,448.728154,10653.207434
970,7302 2000,1,375.193091,7016.344494
971,7302 2001,1,501.239588,15568.383278
972,9809 1013,2,1218.186806,39926.869995
973,7302 1000,1,1097.061219,55123.994892
974,7302 1001,3,3297.861687,205520.337919
975,7302 1002,4,1873.865793,68339.878522
976,7401 1022,1,1062.175214,43161.801956
977,9809 1005,4,1964.548543,69919.074024
978,7407 5007,1,736.207041,10893.966647
979,7301 1003,60,5711.068464,1164834.144595
980,7401 2001,1,1001.13097,43709.630836
981,9809 1000,4,4210.809152,530675.487096
982,7401 2000,2,2059.809031,61248.305675
983,7401 2002,1,1367.767581,55249.092997
984,9809 1004,8,4569.032756,550614.336046
985,7401 1019,8,1854.666219,74224.671488
986,7401 1016,3,780.112844,15096.14872
987,7401 1015,4,1060.850769,22414.705348
991,7301 1011,4,1433.774437,32377.813273
992,7301 1012,1,634.92604,16.0701
993,7304 2000,1,668.907519,19694.313065
4,9102 2006,2,2421.421177,163244.07919
252,7401 1000,3,601.684144,22474.373108
260,7601 5013,1,282.598893,2242.625333
263,7601 5998,1,457.082668,12871.750895
286,7000 2015,1,635.069528,21300.525638
287,7100 1003,1,664.738371,24698.765235
295,7000 2013,1,515.632055,15588.67165
302,7000 2000,1,525.307807,15779.707785
303,7100 1002,1,517.106589,15549.579055
305,6900 3010,1,304.183857,3740.490709
306,6900 3009,1,577.117866,18266.955983
307,7100 3017,1,118.488584,314.893893
308,7100 3998,2,465.679918,13137.363364
318,7100 3015,1,138.248854,693.082168
320,7100 3016,2,460.154268,10517.499409
345,7100 3011,2,829.398256,9488.104706
346,7200 1072,2,911.082434,35416.708199
347,7100 3014,4,765.090213,10491.553666
352,7200 1071,1,359.754247,8030.269907
353,7100 3013,2,224.963588,2102.073242
355,7100 3002,4,284.714418,2580.549078
374,7100 3012,5,471.724869,10939.886931
375,7100 3003,3,389.422698,7642.024295
397,7100 1007,1,444.824779,7323.933368
399,7100 1006,1,418.060712,10903.590008
400,7100 1005,1,464.694333,9044.452646
435,7000 2014,1,635.102092,21371.904095
444,7100 1004,1,811.084208,37138.521358
453,7100 1001,1,479.228865,10954.120218
477,7000 2001,1,262.803231,2982.338246
489,6900 3004,1,329.217709,5923.908545
508,6900 3003,1,386.309981,9065.534123
510,6900 3002,1,487.635224,14400.363821
511,6900 3001,1,624.445432,23320.995022
521,6900 3000,1,424.490253,6282.806575
524,6700 2008,1,399.4075,9481.107398
527,6700 3013,1,440.294937,11674.726651
541,6700 2009,2,416.8342,6276.842602
549,6700 2007,1,382.941502,8893.888009
550,6700 2006,1,509.913209,14370.42863
572,6700 3008,1,539.995958,16766.168895
573,6700 3007,1,539.969573,16788.870147
574,6700 2004,1,409.866713,10385.280898
578,6700 2005,1,509.85072,14634.816184
621,6700 3005,1,429.705082,10831.453711
630,6700 3006,1,520.643568,15608.358607
631,6700 2003,1,588.115369,20323.481383
632,6700 2002,1,611.478101,18540.43597
638,6700 3000,1,374.448947,8046.135665
651,8002 3018,1,812.426564,35392.813356
657,8100 3003,1,373.957338,8146.344493
670,8100 3002,1,385.005114,8978.478362
678,8100 3001,1,522.832682,15531.621778
682,8100 3000,1,426.387242,11337.700064
683,8002 3012,1,608.588372,18120.452008
713,8100 2008,1,399.072458,9772.270527
731,8002 3011,1,517.696599,14839.243286
737,8100 2006,1,540.99415,16811.989551
738,8100 2007,1,396.285303,9651.905261
771,6900 3006,1,447.110888,11718.162954
772,6900 3007,1,508.513798,15828.984335
773,6900 3008,1,616.161576,23551.284872
903,8410 1009,1,337.994529,6981.159712
904,8410 1005,2,363.290902,6731.542462
914,8410 1007,2,333.008456,7222.909925
923,8802 3003,1,785.220962,31166.141628
929,8802 3002,1,736.019478,29072.50976
951,8802 3001,1,681.220253,25872.247388
957,8802 4005,1,539.247573,13302.998902
990,7200 1000,5,595.544831,6509.089309
3,9501 1007,2,2025.888231,184075.532213
8,9102 2025,2,2418.815294,100684.668947
9,9501 1008,1,1525.73278,20634.424353
243,6400 2017,1,334.56925,4780.447766
245,6400 2016,1,498.93287,15891.223363
246,6400 2025,1,334.220523,3637.594813
247,6400 2018,1,457.866302,12468.342352
248,6400 2014,1,125.660903,639.884879
249,6400 2015,1,212.536647,1773.785462
251,6400 2009,2,345.433077,4527.968579
253,7401 1001,1,2849.946714,57504.630874
254,6400 2010,3,730.749449,30006.419609
255,6400 2007,1,539.409908,18170.735033
256,6400 2008,1,491.692925,13981.359268
257,6400 2011,1,350.449935,4997.73239
258,6400 2006,1,758.085716,27797.791571
259,6400 2023,3,1008.494177,33237.840392
261,6400 2024,1,126.501704,591.623559
262,7401 1999,1,3184.990784,225473.283671
264,6400 2012,1,551.34826,19422.247869
265,6400 2013,1,550.31012,18890.451215
266,6400 2005,1,447.708067,11247.461634
267,6400 2004,1,546.267858,18620.406499
268,7200 1066,1,497.153627,14968.225813
269,7200 1065,1,327.651162,4885.628881
272,6301 1001,1,170.323593,1210.665941
274,7200 1016,1,505.898932,14662.623883
275,7200 1009,1,510.353565,15788.47601
276,7200 1011,3,377.535924,6429.559649
279,7200 1068,1,90.000298,203.033608
280,7000 3014,1,312.376021,2577.172225
281,7200 1067,1,128.773352,183.920293
282,7200 1015,1,1052.898293,26335.041851
283,7200 1018,1,550.057801,16006.486508
284,7200 1010,3,349.311947,5759.340699
285,7000 3010,2,726.288144,31889.86252
288,7000 2018,1,650.032447,23053.406554
289,6500 2020,3,808.901913,23220.627407
292,7000 3004,1,534.85933,17298.752115
293,7000 2011,1,532.429313,16865.193841
294,7000 2012,1,533.299327,17012.979197
296,7000 3009,2,529.256781,16689.991391
297,7000 3001,1,510.292425,15101.130614
298,7000 3003,1,505.744253,14902.366147
299,7000 3002,1,507.1277,14861.563297
304,6100 1013,3,831.337027,13959.313399
309,6400 2001,1,335.905001,6695.414205
310,6400 2002,1,469.856451,13567.600137
311,7200 1063,2,462.137438,13439.462433
312,7200 1064,2,1044.879928,36067.791297
313,7200 1062,1,488.040109,14502.380412
314,6400 2000,1,348.925451,7348.597452
315,6400 2003,1,445.49228,12394.52476
316,6301 1002,1,614.048241,21427.647042
317,7200 1999,1,3634.326267,281306.252393
319,7200 1061,1,151.782473,762.383195
321,7200 1057,1,427.017325,5220.303903
322,7200 1058,1,593.699356,20646.383478
323,7200 1059,2,632.393362,25214.826206
324,6400 1007,2,642.435632,25232.927498
325,6400 1006,1,637.972896,24663.624343
326,6400 1005,1,524.771365,13601.918393
327,7200 1056,1,591.912922,17827.312698
328,7200 1055,1,1409.002662,56897.24957
329,7200 1054,1,638.933756,20914.196696
330,6400 1001,2,533.266701,13136.009346
331,6400 1003,2,537.170603,13451.749671
332,6400 1004,2,943.543164,50935.202995
333,6400 1002,2,533.562405,13078.604963
334,6301 1000,2,1691.639485,129805.53742
335,6301 1003,7,1436.857825,112772.889582
336,7200 1060,1,558.238584,15533.641386
337,6400 1000,1,544.912683,14100.594802
338,7200 1053,12,3530.618476,298733.279817
339,7200 1051,1,504.745145,13223.301374
340,7200 1050,1,787.911991,39604.437383
341,7200 1049,1,462.677086,5481.264427
342,7200 1052,6,1700.705378,101075.178245
343,7200 1047,1,539.947648,13382.856961
344,7200 1048,1,633.555007,22900.692168
348,6301 1999,1,1377.719386,86964.723503
349,6301 1005,1,572.106561,12213.078227
350,7200 1069,1,372.60834,3691.858825
351,7200 1070,1,331.535187,6337.314135
354,6301 1004,1,511.771663,10078.247199
356,7200 1037,1,415.949792,10668.652163
357,7200 1044,1,363.547195,7652.784098
358,7200 1038,1,485.864349,14731.039213
359,7200 1043,2,375.206631,8287.403864
360,7200 1045,1,517.225238,16685.718518
361,7200 1039,1,391.429517,9232.584173
362,7200 1036,1,810.796958,33595.539836
363,7200 1042,1,497.005,15301.384627
364,6002 1005,1,507.002749,16023.280458
365,7200 1040,1,332.101608,5769.698643
366,7200 1041,1,383.827561,8400.422851
367,7200 1034,1,366.779105,8524.628882
368,7200 1035,1,445.479212,12406.895468
369,6002 1004,1,494.489739,14928.585646
370,6100 1021,1,292.066548,4474.437275
372,7200 1033,1,311.941978,3860.438886
373,7200 1001,4,777.73461,19082.079892
376,7200 1027,1,448.120116,12326.524881
377,7200 1028,1,379.284169,8987.578304
378,7200 1026,1,352.47543,7686.724851
379,7200 1023,1,402.685131,9962.497712
380,7200 1031,1,773.402645,28240.019745
381,7200 1022,2,469.46872,13376.229434
382,7200 1024,1,403.197745,9944.863101
383,7200 1025,1,293.000037,4777.511873
384,7200 1046,1,476.84634,13766.290255
385,6002 1006,1,468.996524,13331.242514
386,6002 1003,1,509.90908,15132.272522
387,7200 1032,2,408.635164,9966.368807
389,6100 1020,1,308.129963,4911.374139
392,7200 1002,4,358.834246,7256.177872
396,7200 1003,8,338.75503,6231.068099
401,7000 2016,5,812.000692,29450.235632
402,6100 1024,1,373.0878,8628.356608
403,7200 1013,1,353.819807,7731.37633
404,7000 2019,2,295.486871,4265.790495
405,7200 1014,1,292.747537,4764.757029
406,7200 1021,2,469.82764,13385.643541
407,6002 1001,1,1117.544338,76418.089493
408,7200 1012,1,448.833764,12396.733017
409,7200 1020,1,472.098891,13513.725392
410,6100 1023,1,1433.436462,110367.399145
411,6002 1002,1,561.815841,17657.902782
412,6100 1022,2,363.063238,8448.523683
413,6002 1000,1,469.835425,13423.806397
414,7200 1017,1,348.749615,7289.144501
415,6100 1019,2,943.049064,47615.382841
416,7200 1030,1,693.195237,19059.632628
418,7200 1029,1,427.211731,9942.380536
420,7200 1004,5,631.316064,11925.922535
421,7200 1007,1,172.623464,1724.66053
422,7000 3011,2,488.649132,5120.845709
423,7200 1005,1,172.159054,682.921184
427,7000 3012,2,227.539646,2174.108759
428,7200 1008,1,417.372008,9870.102731
429,7200 1006,4,402.191283,8385.301118
431,6001 1023,1,369.432788,7483.086549
432,7000 3013,1,246.438575,2356.985916
433,7000 3005,1,401.05296,9204.394441
434,7000 2017,1,652.258071,23271.682249
436,7000 3006,1,401.71068,9808.397558
437,7000 3008,1,450.036944,5499.89784
438,7000 3007,1,465.206851,12803.842611
439,6100 1017,1,851.422402,45163.715916
440,6100 1018,2,791.099674,38442.659699
441,6001 1024,1,853.519258,45664.5732
443,6500 2022,5,422.095578,5446.486932
445,7200 1019,5,888.839145,46228.921185
450,6500 2024,4,529.982156,12025.935897
457,6500 2023,3,728.481214,11075.525145
458,6001 1025,2,632.465271,22257.389002
459,6500 2019,4,605.632974,18615.408405
461,6100 1015,2,663.566087,17588.9107
462,6100 1014,2,493.659146,11970.573397
463,6100 1016,2,512.46493,14571.438948
464,6001 1022,9,1814.679554,160758.762027
465,6001 1027,1,621.312616,3207.614228
466,6500 2021,1,548.431536,14613.352175
467,6001 1021,6,689.369143,15502.804993
471,6001 1019,5,736.984636,15065.97245
472,6500 2012,1,245.698361,3614.753998
473,6500 2011,1,809.597341,35144.001847
474,6500 2015,1,551.479278,14403.129046
475,6500 2016,1,507.840183,16128.078016
476,6500 2017,1,422.139101,10298.414297
478,6100 1012,3,883.463893,23855.281012
479,6001 1026,3,607.264955,20075.031254
480,6500 2018,1,486.218673,9972.474
481,6001 1018,1,474.228224,10628.080927
483,7000 2007,1,161.927343,1558.505168
484,7000 2008,1,333.05718,5229.267108
485,6001 1015,1,493.975553,4445.705915
490,6100 1011,3,702.871703,30866.520669
491,6201 1014,18,930.593155,51494.745058
492,6100 1008,1,569.991033,17020.80476
497,6100 1007,1,150.315076,672.368184
498,6001 1012,2,498.825568,12932.942122
499,6500 2006,1,695.636631,26111.919517
500,6500 2007,1,573.881895,17326.122373
501,6500 2008,2,611.552316,19354.680689
502,6500 2005,1,432.465668,11239.004533
503,6100 1009,2,372.608995,5497.41854
504,6001 1013,2,601.849162,21863.061227
505,6001 1014,1,581.840173,16645.851658
506,6001 1001,5,719.594104,28710.408297
507,6202 1089,3,486.484947,9605.729517
509,6500 1009,1,210.212227,2274.16855
512,6100 1006,1,462.239636,9219.758596
513,6500 1001,1,473.886779,12963.644666
514,6500 1000,1,612.118633,18993.78901
515,6500 1010,1,505.487956,14705.012223
516,6500 1012,1,476.245505,13043.280047
518,6001 1011,12,651.710686,15257.453809
522,6500 1002,1,395.22008,5697.711359
523,6700 3011,1,527.404927,16583.065491
525,6001 1002,12,467.158718,10015.841921
526,6700 3012,1,496.699936,14832.094309
528,6500 1011,1,422.393383,10141.094625
529,6500 1007,1,488.232014,11703.133201
530,6500 1006,1,471.122655,13839.69558
531,6202 1086,1,486.541689,14376.860767
532,6500 1008,1,426.502402,8327.98892
533,6202 1087,1,502.344015,15234.775531
534,6600 1024,1,538.205795,17247.900335
535,6100 1004,2,632.82003,24644.880149
536,6202 1088,2,683.667446,22684.695097
537,6600 1023,1,619.816811,19789.97883
538,6001 1008,1,624.296429,21891.282482
539,6001 1010,7,376.84179,8103.821125
540,6001 1009,1,486.045566,14636.610155
542,6100 1005,2,521.090523,14225.988186
545,6600 1021,1,304.903187,4422.080226
546,6500 1003,1,302.597641,4386.493019
547,6001 1003,5,180.043897,1437.855242
548,6600 1020,1,394.400529,5655.415466
551,6100 1002,1,480.117584,10524.867691
555,6500 1004,1,433.485094,10377.975619
556,6001 1004,10,347.983813,6834.130619
557,6100 1003,1,655.13821,24297.326291
558,6600 1022,1,615.572445,19369.414867
559,6202 1077,2,346.206323,3986.876902
560,6202 1076,3,125.393558,830.406641
561,6202 1078,1,441.494332,8888.673047
562,6001 1006,1,725.241534,33399.447884
563,6001 1005,3,601.802717,22487.051584
565,6100 1001,1,572.172545,18719.177683
569,6100 1000,2,523.837144,10361.253854
570,6001 1007,1,198.73842,1151.744312
571,6202 1079,3,877.783588,46183.020906
575,6600 1014,1,116.506042,494.412022
576,6600 1013,1,541.451214,17895.161041
577,6700 3009,1,555.875384,18122.774828
579,6600 1017,1,429.029261,10923.474319
580,6202 1080,1,557.277375,17621.384448
581,6600 1016,1,429.274828,10925.458289
582,6600 1015,1,567.867846,14573.712296
583,6600 1018,1,454.017893,11693.535928
584,6202 1081,1,698.985111,30163.055373
585,6500 1005,1,559.300228,18831.214648
586,6600 1019,2,329.380836,3344.046652
587,6202 1082,1,762.09988,36064.183034
592,6600 1012,1,166.067782,1017.475337
595,6202 1062,1,235.341201,3189.616142
598,6202 1063,1,265.648937,4080.324431
599,6202 1053,1,335.779907,5328.760923
600,6202 1064,1,474.509751,9545.273448
601,6202 1054,2,357.485875,6653.45842
602,6700 3010,1,340.938267,6195.372282
605,6202 1055,3,375.776044,6656.10403
608,6202 1066,1,175.670278,1466.001107
610,6700 3003,1,342.167793,6307.545871
611,6700 3004,1,158.242144,1013.215987
612,6600 1011,1,425.892202,11621.89262
613,6600 1010,2,635.013475,23709.506261
614,6600 1009,1,424.165021,11064.728844
615,6600 1006,1,367.374415,7640.147061
616,6600 1007,1,366.996225,7596.503816
617,6600 1008,1,424.721372,11079.647218
618,6202 1061,1,600.513921,12573.64276
619,6202 1049,1,1022.522593,50305.082677
620,6202 1050,1,640.64826,23381.752699
623,6202 1056,1,521.93413,16491.463489
627,6202 1085,1,602.286977,22251.356976
629,6202 1060,1,156.193072,1937.767578
634,6202 1065,1,629.898317,20819.714047
637,6700 3001,1,431.817113,11900.73823
639,6600 1000,1,460.872531,13160.413405
640,6700 3002,1,459.655167,13088.666494
641,6600 1003,1,434.737363,11540.977112
642,6600 1004,1,504.14221,15857.560342
643,6600 1001,1,645.321845,24753.508262
644,6600 1005,2,400.882915,9236.367638
645,6600 1002,1,435.965275,11599.705964
646,6202 1083,2,902.515794,50818.995293
647,6202 1067,1,587.742179,14138.38154
655,6202 1022,1,1153.268119,75506.873657
656,6202 1052,1,813.507524,41092.645478
658,6202 1058,1,148.887047,1760.137373
659,8100 3009,1,459.524927,13105.252571
660,8200 1005,1,459.945096,13101.596975
661,8200 2016,1,434.930649,11523.72831
662,8200 2015,1,436.032534,11608.592183
663,8200 2017,2,504.311843,15917.690648
664,8200 1004,1,645.744926,24765.585183
665,8100 3004,1,431.545514,11865.305047
666,8200 2019,1,412.010134,10103.052545
667,8200 2018,1,345.337884,5932.69019
668,6202 1068,1,560.98514,13416.168817
669,6202 1057,2,771.25462,31882.759463
671,8100 3005,1,168.583919,1090.490341
672,6202 1051,3,867.114575,33196.899513
674,6202 1072,1,219.988354,2320.948044
675,8100 3008,1,342.974538,6299.620852
676,6202 1059,1,1431.50475,138668.885083
677,6202 1084,7,821.746798,38031.041675
679,8200 2011,1,493.944315,15214.19489
680,6202 1069,1,662.320952,25594.95324
681,8200 2009,2,563.768835,13030.098253
684,8200 2013,1,424.014593,11045.381997
685,8200 2014,1,423.45411,11018.566852
686,8100 3006,2,428.796063,10776.17384
687,8200 2012,1,493.46265,15219.108155
688,8200 1003,1,635.159401,23686.484107
689,8200 1000,1,424.379001,11571.419311
690,8100 3007,1,340.272864,6184.466678
691,8302 1018,1,165.254706,1016.959057
692,6202 1070,1,479.39542,7269.692042
693,6202 1073,1,374.47493,5899.069115
694,6202 1074,1,157.85828,1543.977786
695,6202 1090,1,702.215707,30730.568171
696,6202 1016,2,389.229866,8892.102514
697,6202 1075,1,529.477968,10348.305306
699,6202 1015,1,575.662458,20997.202452
703,6202 1018,1,686.054754,24554.284584
704,6202 1017,2,510.773837,6387.09126
707,8200 1001,1,112.940202,477.268696
708,6202 1019,1,1110.645518,65325.621722
710,8200 2010,2,329.250252,3138.495221
712,6202 1021,2,325.485889,5764.375992
714,6202 1014,1,295.037088,3839.499809
716,8200 1002,1,559.210029,14525.604227
717,8200 2000,1,420.885371,10888.396984
