X,Y,OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,SQMILES,ORIG_FID
-77.087387643672955,38.949232895868398,353,0010012,2025,110010010012025,110010010012025,21781,0,71,71,68,0,0,3,0,0,0,0,0,0,1,67,0,0,3,0,0,0,0,0,0,54,51,0,0,3,0,0,0,0,0,0,1,50,0,0,3,0,0,0,0,0,0,30,28,2,5.38168413,0.00840888,372
-77.087421286102057,38.950038409777797,354,0010012,2026,110010010012026,110010010012026,15729,0,65,65,58,4,0,1,0,2,0,0,0,0,2,58,4,0,1,0,0,0,0,0,0,50,45,3,0,0,0,2,0,0,0,0,2,45,3,0,0,0,0,0,0,0,0,24,23,1,3.88640289,0.0060725,373
-77.085632955230608,38.948217423345547,355,0010012,2027,110010010012027,110010010012027,7055,0,23,18,15,1,0,2,0,0,0,0,5,0,0,15,1,0,2,0,0,0,0,5,0,17,12,1,0,2,0,0,0,0,2,0,0,12,1,0,2,0,0,0,0,2,0,8,8,0,1.74317696,0.00272371,374
-77.087462616488594,38.948342060295133,356,0010012,2028,110010010012028,110010010012028,19982,0,80,79,73,3,0,3,0,0,0,0,1,0,4,69,3,0,3,0,0,0,0,1,0,61,56,3,0,2,0,0,0,0,0,0,4,52,3,0,2,0,0,0,0,0,0,29,29,0,4.9371489,0.0077143,375
-77.08436927389576,38.948991668336873,357,0010012,2029,110010010012029,110010010012029,16390,0,65,65,57,0,4,4,0,0,0,0,0,0,8,53,0,0,4,0,0,0,0,0,0,45,41,0,2,2,0,0,0,0,0,0,4,39,0,0,2,0,0,0,0,0,0,22,22,0,4.04971594,0.00632768,376
-77.082914616222723,38.949254970599235,358,0010012,2030,110010010012030,110010010012030,14824,0,183,174,137,34,1,2,0,0,7,3,1,2,7,130,34,1,2,0,0,7,3,1,2,178,133,34,1,1,0,0,7,3,1,2,7,126,34,1,1,0,0,7,3,1,2,188,163,25,3.66271642,0.00572299,377
-77.08291421083139,38.948361585217903,359,0010012,2031,110010010012031,110010010012031,15106,0,37,37,16,14,0,3,0,4,0,0,0,0,5,13,14,0,3,0,2,0,0,0,0,28,11,13,0,2,0,2,0,0,0,0,4,9,13,0,2,0,0,0,0,0,0,6,6,0,3.73250466,0.00583204,378
-77.084473363328371,38.948113470287048,360,0010012,2032,110010010012032,110010010012032,4466,0,15,15,12,1,0,2,0,0,0,0,0,0,0,12,1,0,2,0,0,0,0,0,0,12,9,1,0,2,0,0,0,0,0,0,0,9,1,0,2,0,0,0,0,0,0,5,5,0,1.1034266,0.0017241,379
-77.089622316806611,38.950712044880788,361,0010013,3000,110010010013000,110010010013000,12770,0,43,42,41,0,0,1,0,0,0,0,1,1,4,37,0,0,1,0,0,0,0,1,1,31,29,0,0,1,0,0,0,0,1,1,3,26,0,0,1,0,0,0,0,1,1,18,17,1,3.15514108,0.00492991,380
-77.091612323866173,38.950373784121574,362,0010013,3001,110010010013001,110010010013001,26015,0,71,65,64,1,0,0,0,0,2,0,4,0,4,60,1,0,0,0,0,2,0,4,0,52,49,1,0,0,0,0,0,0,2,0,4,45,1,0,0,0,0,0,0,2,0,28,27,1,6.42791648,0.01004362,381
-77.093479165460337,38.950372878857436,363,0010013,3002,110010010013002,110010010013002,22317,0,59,54,51,1,0,2,0,0,1,0,5,0,0,51,1,0,2,0,0,1,0,5,0,46,41,1,0,2,0,0,1,0,2,0,0,41,1,0,2,0,0,1,0,2,0,26,26,0,5.51403762,0.00861568,382
-77.094948654699408,38.950372939988107,364,0010013,3003,110010010013003,110010010013003,15651,0,64,59,56,0,0,3,0,0,0,1,4,0,0,56,0,0,3,0,0,0,1,4,0,46,40,0,0,2,0,0,0,1,3,0,0,40,0,0,2,0,0,0,1,3,0,20,20,0,3.86695451,0.00604212,383
-77.09615743810815,38.950372812271866,365,0010013,3004,110010010013004,110010010013004,15624,0,53,50,44,0,0,1,0,5,0,0,3,0,5,44,0,0,1,0,0,0,0,3,0,34,29,0,0,1,0,3,0,0,1,0,3,29,0,0,1,0,0,0,0,1,0,19,19,0,3.86046552,0.00603198,384
-77.097962839900831,38.950289982640733,366,0010013,3005,110010010013005,110010010013005,30659,0,81,79,70,3,0,5,0,1,2,0,1,0,7,65,3,0,5,0,0,1,0,0,0,63,55,3,0,3,0,1,1,0,1,0,4,53,3,0,3,0,0,0,0,0,0,31,30,1,7.34062507,0.01146973,385
-77.098568997043827,38.949244458383561,367,0010013,3006,110010010013006,110010010013006,30465,0,89,87,87,0,0,0,0,0,0,0,1,0,2,85,0,0,0,0,0,0,0,1,0,69,67,0,0,0,0,0,0,0,1,0,2,65,0,0,0,0,0,0,0,1,0,39,37,2,7.63912032,0.01193613,386
-77.095551296352198,38.949254778548472,368,0010013,3007,110010010013007,110010010013007,20774,0,65,60,56,0,0,4,0,0,1,0,4,0,6,50,0,0,4,0,0,1,0,4,0,49,42,0,0,3,0,0,1,0,3,0,4,38,0,0,3,0,0,1,0,3,0,26,24,2,5.13290737,0.00802017,387
-77.093478323091162,38.949254938317083,369,0010013,3008,110010010013008,110010010013008,14835,0,66,65,61,1,0,2,0,1,0,0,0,0,4,59,1,0,2,0,0,0,0,0,0,44,40,1,0,2,0,1,0,0,0,0,3,38,1,0,2,0,0,0,0,0,0,20,19,1,3.66537632,0.00572715,388
-77.091614851160031,38.949252995459339,370,0010013,3009,110010010013009,110010010013009,17239,0,58,55,51,4,0,0,0,0,0,0,3,0,0,51,4,0,0,0,0,0,0,3,0,50,46,3,0,0,0,0,0,0,1,0,0,46,3,0,0,0,0,0,0,1,0,22,22,0,4.25947904,0.00665544,389
-77.089623559158724,38.949252601134397,371,0010013,3010,110010010013010,110010010013010,16968,0,55,54,53,0,0,0,0,1,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,45,43,0,0,0,0,1,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,20,20,0,4.19241497,0.00655065,390
-77.089623337499816,38.950036855505139,372,0010013,3011,110010010013011,110010010013011,12865,0,51,51,46,2,0,0,0,3,0,0,0,0,0,46,2,0,0,0,3,0,0,0,0,41,38,2,0,0,0,1,0,0,0,0,0,38,2,0,0,0,1,0,0,0,0,18,18,0,3.17877336,0.00496683,391
-77.095555855178446,38.948362910869356,373,0010013,3012,110010010013012,110010010013012,20888,0,55,53,43,0,0,10,0,0,0,0,2,0,3,41,0,0,10,0,0,0,0,1,0,44,34,0,0,9,0,0,0,0,1,0,2,32,0,0,9,0,0,0,0,1,0,23,23,0,5.1609855,0.00806404,392
-77.098488048241521,38.948386879465687,374,0010013,3013,110010010013013,110010010013013,29266,0,82,81,76,3,0,0,0,2,1,0,0,0,8,70,3,0,0,0,0,1,0,0,0,62,58,1,0,0,0,2,1,0,0,0,5,55,1,0,0,0,0,1,0,0,0,32,31,1,7.23109762,0.01129859,393
-77.093478860893484,38.948362537399355,375,0010013,3014,110010010013014,110010010013014,14776,0,46,44,43,0,0,1,0,0,0,0,2,0,0,43,0,0,1,0,0,0,0,2,0,30,29,0,0,1,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,16,16,0,3.65093352,0.00570458,394
-77.091613651689897,38.948361221442454,376,0010013,3015,110010010013015,110010010013015,17155,0,39,38,35,1,0,2,0,0,0,0,1,0,1,34,1,0,2,0,0,0,0,1,0,30,28,1,0,1,0,0,0,0,0,0,1,27,1,0,1,0,0,0,0,0,0,17,16,1,4.23858036,0.00662278,395
-77.089625027925109,38.948360934296119,377,0010013,3016,110010010013016,110010010013016,16962,0,53,53,49,2,0,1,0,1,0,0,0,0,13,37,2,0,1,0,0,0,0,0,0,43,39,2,0,1,0,1,0,0,0,0,7,33,2,0,1,0,0,0,0,0,0,21,21,0,4.19099753,0.00654843,396
-77.08063385632893,38.947067912463268,378,0010014,4000,110010010014000,110010010014000,43947,0,24,21,16,2,0,3,0,0,3,3,0,0,0,16,2,0,3,0,0,3,3,0,0,15,9,2,0,3,0,0,1,1,0,0,0,9,2,0,3,0,0,1,1,0,0,5,5,0,10.85871079,0.01696674,397
-77.082774242679761,38.946924642969343,379,0010014,4001,110010010014001,110010010014001,19460,0,71,71,71,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,25,25,0,4.80808064,0.00751263,398
-77.083270482426386,38.947550853337916,380,0010014,4002,110010010014002,110010010014002,7650,0,24,24,24,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,10,9,1,1.89014402,0.00295335,399
-77.084998211521651,38.946697332073683,381,0010014,4003,110010010014003,110010010014003,18868,0,72,72,67,4,0,0,0,1,0,0,0,0,14,54,4,0,0,0,0,0,0,0,0,62,58,3,0,0,0,1,0,0,0,0,12,47,3,0,0,0,0,0,0,0,0,28,28,0,4.66186029,0.00728416,400
-77.084998815791963,38.947506445109639,382,0010014,4004,110010010014004,110010010014004,18953,0,69,66,64,1,0,1,0,0,2,0,1,0,6,58,1,0,1,0,0,2,0,1,0,53,51,1,0,1,0,0,0,0,0,0,5,46,1,0,1,0,0,0,0,0,0,28,28,0,4.68291778,0.00731706,401
-77.087421320143534,38.947509349089337,383,0010014,4005,110010010014005,110010010014005,18825,0,71,66,66,0,0,0,0,0,1,4,0,0,7,59,0,0,0,0,0,1,4,0,0,51,50,0,0,0,0,0,0,1,0,0,5,45,0,0,0,0,0,0,1,0,0,26,26,0,4.65126027,0.00726759,402
-77.087424703039233,38.946699239337718,384,0010014,4006,110010010014006,110010010014006,18942,0,76,72,61,0,0,10,0,1,1,0,3,0,3,60,0,0,10,0,0,0,0,3,0,51,43,0,0,5,0,1,1,0,1,0,3,42,0,0,5,0,0,0,0,1,0,25,24,1,4.68012368,0.00731269,403
-77.073931144497763,38.903040655680734,385,0002024,4019,110010002024019,110010002024019,0,250892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.99060065,0.09686031,301
-77.067303017201752,38.902085858639552,386,0002024,4020,110010002024020,110010002024020,0,120656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.81173326,0.04658083,302
-77.065770144702043,38.903063172992532,387,0002024,4021,110010002024021,110010002024021,31418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76269652,0.01212921,303
-77.06461361491904,38.903025669664174,388,0002024,4022,110010002024022,110010002024022,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2984428,0.00046632,304
-77.067295731628846,38.904037682323441,389,0002024,4023,110010002024023,110010002024023,15083,0,96,179,146,13,0,20,0,0,1,1,3,0,11,135,13,0,20,0,0,1,1,3,0,171,142,11,0,16,0,0,1,1,1,0,11,131,11,0,16,0,0,1,1,1,0,71,112,35,3.72659942,0.00582281,305
-77.06578083444883,38.904313030292926,390,0002024,4024,110010002024024,110010002024024,0,7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88198385,0.0029406,306
-77.06727331343788,38.90475928816651,391,0002024,4025,110010002024025,110010002024025,16804,0,22,22,21,0,0,1,0,0,0,0,0,0,1,20,0,0,1,0,0,0,0,0,0,21,20,0,0,1,0,0,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,9,8,1,4.15202399,0.00648754,307
-77.064395361149664,38.904733807735887,392,0002024,4026,110010002024026,110010002024026,25813,0,132,124,103,4,0,14,0,3,2,2,4,1,11,96,4,0,14,0,0,2,2,3,1,126,101,4,0,12,0,3,0,2,4,1,10,95,4,0,12,0,0,0,2,3,1,96,85,11,6.37840536,0.00996626,308
-77.064490780091404,38.904078936621829,393,0002024,4027,110010002024027,110010002024027,2351,0,0,75,66,4,0,5,0,0,0,1,4,1,6,60,4,0,5,0,0,0,1,4,1,79,66,4,0,5,0,0,0,1,4,1,6,60,4,0,5,0,0,0,1,4,1,0,44,2,0.58083698,0.00090756,309
-77.063370946213439,38.904084671801932,394,0002024,4028,110010002024028,110010002024028,2254,0,52,62,51,0,0,11,0,0,1,1,1,0,5,46,0,0,11,0,0,1,1,1,0,62,49,0,0,11,0,0,1,1,1,0,5,44,0,0,11,0,0,1,1,1,0,35,35,3,0.55696981,0.00087027,310
-77.063346083437565,38.903730030245818,395,0002024,4029,110010002024029,110010002024029,6037,0,75,73,73,0,0,0,0,0,2,0,1,0,10,64,0,0,0,0,0,1,0,1,0,71,70,0,0,0,0,0,1,0,1,0,9,61,0,0,0,0,0,1,0,1,0,45,41,4,1.36694832,0.00213586,311
-77.064435384767705,38.903460100420205,396,0002024,4030,110010002024030,110010002024030,10712,0,208,16,12,1,0,3,0,0,0,0,0,0,1,11,1,0,3,0,0,0,0,0,0,15,11,1,0,3,0,0,0,0,0,0,1,10,1,0,3,0,0,0,0,0,0,124,10,0,2.64625489,0.00413477,312
-77.065468974773125,38.903729550702721,397,0002024,4031,110010002024031,110010002024031,8011,0,56,70,67,0,0,3,0,0,0,0,0,0,2,65,0,0,3,0,0,0,0,0,0,64,61,0,0,3,0,0,0,0,0,0,2,59,0,0,3,0,0,0,0,0,0,52,39,2,1.97928223,0.00309263,313
-77.063313191366817,38.903086654895482,398,0002024,4032,110010002024032,110010002024032,8042,0,19,18,18,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,1,0,19,18,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,1,0,12,10,2,2.11213687,0.00330021,314
-77.062748091395662,38.902075085809187,399,0002024,4033,110010002024033,110010002024033,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099685,1.56e-06,315
-77.066971217585234,38.909268550889827,400,0002022,2004,110010002022004,110010002022004,16678,0,120,116,109,0,0,6,0,1,2,0,1,0,9,103,0,0,6,0,0,0,0,1,0,104,94,0,0,6,0,1,1,0,1,0,8,88,0,0,6,0,0,0,0,1,0,64,59,5,4.12115825,0.00643931,263
-77.065219241149748,38.909285693969899,401,0002022,2005,110010002022005,110010002022005,16466,0,113,113,107,1,0,5,0,0,0,0,0,0,4,103,1,0,5,0,0,0,0,0,0,99,94,1,0,4,0,0,0,0,0,0,2,92,1,0,4,0,0,0,0,0,0,57,53,4,4.06852943,0.00635708,264
-77.064955191885048,38.908307244488739,402,0002022,2006,110010002022006,110010002022006,21418,0,91,86,82,1,0,3,0,0,3,2,1,0,3,79,1,0,3,0,0,3,2,1,0,82,75,1,0,3,0,0,1,2,1,0,3,72,1,0,3,0,0,1,2,1,0,44,41,3,5.29205636,0.00826884,265
-77.066956887916973,38.908280210404413,403,0002022,2007,110010002022007,110010002022007,16792,0,115,111,103,0,1,5,0,2,0,0,3,0,7,99,0,1,5,0,0,0,0,3,0,96,87,0,1,5,0,1,0,0,1,0,6,83,0,1,5,0,0,0,0,1,0,54,49,5,4.14781417,0.00648096,266
-77.068451727238525,38.908248996155038,404,0002022,2008,110010002022008,110010002022008,11674,0,105,105,97,0,0,8,0,0,0,0,0,0,2,95,0,0,8,0,0,0,0,0,0,96,89,0,0,7,0,0,0,0,0,0,2,87,0,0,7,0,0,0,0,0,0,43,41,2,2.88436173,0.00450682,267
-77.064285268723225,38.907326354052472,405,0002023,3000,110010002023000,110010002023000,18698,0,88,87,75,1,0,11,0,0,0,0,1,0,7,69,1,0,10,0,0,0,0,1,0,85,72,1,0,11,0,0,0,0,1,0,7,66,1,0,10,0,0,0,0,1,0,57,52,5,4.61980506,0.00721845,268
-77.065669285391223,38.907309227407097,406,0002023,3001,110010002023001,110010002023001,7681,0,44,44,43,0,0,1,0,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,41,40,0,0,1,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0,27,25,2,1.89786065,0.00296541,269
-77.066949140965548,38.907290085129759,407,0002023,3002,110010002023002,110010002023002,16804,0,78,78,71,2,0,5,0,0,0,0,0,0,5,66,2,0,5,0,0,0,0,0,0,75,68,2,0,5,0,0,0,0,0,0,4,64,2,0,5,0,0,0,0,0,0,50,42,8,4.15191959,0.00648737,270
-77.068424144659758,38.907256394586575,408,0002023,3003,110010002023003,110010002023003,11466,0,111,111,106,1,0,4,0,0,0,0,0,0,2,104,1,0,4,0,0,0,0,0,0,103,98,1,0,4,0,0,0,0,0,0,2,96,1,0,4,0,0,0,0,0,0,43,41,2,2.83310515,0.00442673,271
-77.068398485441364,38.90633903566151,409,0002023,3004,110010002023004,110010002023004,9523,0,122,117,102,4,1,10,0,0,3,0,0,0,7,97,3,1,10,0,0,3,0,0,0,118,98,4,1,10,0,0,3,0,0,0,5,95,3,1,10,0,0,3,0,0,0,48,44,4,2.35288937,0.00367639,272
-77.066944461242997,38.906369314350918,410,0002023,3005,110010002023005,110010002023005,14082,0,87,87,83,0,0,3,0,1,0,0,0,0,4,80,0,0,3,0,0,0,0,0,0,78,74,0,0,3,0,1,0,0,0,0,4,71,0,0,3,0,0,0,0,0,0,43,34,9,3.47941835,0.00543659,273
-77.065655532097324,38.90639470391411,411,0002023,3006,110010002023006,110010002023006,6855,0,71,70,63,2,0,5,0,0,0,0,1,0,1,62,2,0,5,0,0,0,0,1,0,61,55,2,0,4,0,0,0,0,0,0,1,54,2,0,4,0,0,0,0,0,0,33,32,1,1.69362583,0.00264629,274
-77.064065333129975,38.906425818767687,412,0002023,3007,110010002023007,110010002023007,18983,0,103,101,88,4,0,7,0,2,0,0,2,0,11,78,4,0,7,0,1,0,0,2,0,97,84,3,0,7,0,1,0,0,2,0,10,75,3,0,7,0,0,0,0,2,0,74,65,9,4.69026294,0.00732854,275
-77.064010789548234,38.905584929630947,413,0002023,3008,110010002023008,110010002023008,19484,0,7,7,6,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,3,3,0,4.81421047,0.0075222,276
-77.065368713958634,38.905575788140766,414,0002023,3009,110010002023009,110010002023009,2732,0,22,22,22,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,10,10,0,0.6750959,0.00105484,277
-77.065799389368337,38.905535323512389,415,0002023,3010,110010002023010,110010002023010,4393,0,58,53,49,0,0,4,0,0,1,1,3,1,4,45,0,0,4,0,0,1,1,3,1,56,47,0,0,4,0,0,1,1,3,1,4,43,0,0,4,0,0,1,1,3,1,23,20,3,1.08535236,0.00169586,278
-77.066548313573719,38.905530025228614,416,0002023,3011,110010002023011,110010002023011,7835,0,111,108,103,1,0,2,0,2,1,1,1,0,16,90,1,0,2,0,0,1,1,0,0,107,99,1,0,2,0,2,1,1,1,0,16,86,1,0,2,0,0,1,1,0,0,37,35,2,1.93581793,0.00302472,279
-77.067435354490911,38.905509216260185,417,0002023,3012,110010002023012,110010002023012,6708,0,111,110,106,0,0,4,0,0,0,0,1,0,8,98,0,0,4,0,0,0,0,1,0,111,106,0,0,4,0,0,0,0,1,0,8,98,0,0,4,0,0,0,0,1,0,32,29,3,1.65744644,0.00258976,280
-77.068405445919183,38.905494224279458,418,0002023,3013,110010002023013,110010002023013,9238,0,40,37,37,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,0,2,1,0,39,36,0,0,0,0,0,0,2,1,0,7,29,0,0,0,0,0,0,2,1,0,25,23,2,2.28258024,0.00356653,281
-77.069715728019361,38.90821676626156,419,0002024,4000,110010002024000,110010002024000,12359,0,163,161,156,0,0,5,0,0,0,0,2,0,5,151,0,0,5,0,0,0,0,2,0,155,148,0,0,5,0,0,0,0,2,0,4,144,0,0,5,0,0,0,0,2,0,48,45,3,3.0537848,0.00477154,282
-77.070996263339339,38.908188329371555,420,0002024,4001,110010002024001,110010002024001,11932,0,123,115,75,11,1,21,0,7,3,0,3,0,14,73,10,1,20,0,1,1,0,3,0,122,74,11,1,21,0,7,3,0,3,0,14,72,10,1,20,0,1,1,0,3,0,36,35,1,2.94810976,0.00460642,283
-77.070957212619049,38.907200122967467,421,0002024,4002,110010002024002,110010002024002,12151,0,400,384,308,25,0,46,0,5,5,1,11,0,37,283,21,0,45,0,0,5,1,11,0,400,308,25,0,46,0,5,5,1,11,0,37,283,21,0,45,0,0,5,1,11,0,16,15,1,3.00227389,0.00469105,284
-77.069672516142617,38.907228347415469,422,0002024,4003,110010002024003,110010002024003,12447,0,93,93,84,2,0,4,1,2,0,0,0,0,9,76,1,0,4,1,2,0,0,0,0,92,83,2,0,4,1,2,0,0,0,0,8,76,1,0,4,1,2,0,0,0,0,34,33,1,3.07551976,0.0048055,285
-77.069635698324021,38.906312172117985,423,0002024,4004,110010002024004,110010002024004,10502,0,774,754,606,51,0,87,1,9,4,1,11,1,49,569,50,0,87,1,3,4,1,10,0,770,605,51,0,84,1,9,4,1,11,1,49,568,50,0,84,1,3,4,1,10,0,1,1,0,2.59480367,0.00405438,286
-77.070917400195114,38.906282520365011,424,0002024,4005,110010002024005,110010002024005,10241,0,101,98,86,5,0,7,0,0,1,1,2,0,7,80,5,0,7,0,0,0,0,2,0,101,86,5,0,7,0,0,1,1,2,0,7,80,5,0,7,0,0,0,0,2,0,31,30,1,2.53041167,0.00395377,287
-77.071900900146048,38.905553033082491,425,0002024,4006,110010002024006,110010002024006,41974,0,45,45,45,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,27,20,7,10.37083534,0.01620443,288
-77.076387293894015,38.905926517181271,426,0002024,4007,110010002024007,110010002024007,10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69464632,0.00421038,289
-77.073818414629102,38.905340200033457,427,0002024,4008,110010002024008,110010002024008,7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81195407,0.00283118,290
-77.089824299539515,38.93294618535765,428,0008013,3009,110010008013009,110010008013009,24311,0,81,73,66,1,0,2,0,4,5,0,3,0,8,61,1,0,2,0,1,5,0,3,0,63,56,1,0,2,0,2,1,0,1,0,4,54,1,0,2,0,0,1,0,1,0,27,27,0,6.00673048,0.00938552,518
-77.089854889469805,38.931887538363782,429,0008013,3010,110010008013010,110010008013010,24984,0,75,75,72,3,0,0,0,0,0,0,0,0,3,69,3,0,0,0,0,0,0,0,0,51,48,3,0,0,0,0,0,0,0,0,1,47,3,0,0,0,0,0,0,0,0,25,24,1,6.17298306,0.00964529,519
-77.087430798376573,38.931887963730745,430,0008013,3011,110010008013011,110010008013011,24974,0,77,76,69,5,0,0,0,2,1,0,0,0,3,67,4,0,0,0,2,1,0,0,0,50,44,5,0,0,0,1,0,0,0,0,3,42,4,0,0,0,1,0,0,0,0,25,25,0,6.17055297,0.00964149,520
-77.085556085159652,38.931849450499222,431,0008013,3012,110010008013012,110010008013012,13428,0,35,35,34,1,0,0,0,0,0,0,0,0,2,32,1,0,0,0,0,0,0,0,0,25,24,1,0,0,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,0,0,12,12,0,3.31776007,0.005184,521
-77.085250082675344,38.930791679348737,432,0008013,3013,110010008013013,110010008013013,19739,0,32,32,30,0,0,2,0,0,0,0,0,0,2,28,0,0,2,0,0,0,0,0,0,26,24,0,0,2,0,0,0,0,0,0,2,22,0,0,2,0,0,0,0,0,0,17,16,1,4.87702574,0.00762035,522
-77.087428989742179,38.930818010087187,433,0008013,3014,110010008013014,110010008013014,24999,0,61,54,46,0,0,8,0,0,0,0,7,0,0,46,0,0,8,0,0,0,0,7,0,42,33,0,0,6,0,0,0,0,3,0,0,33,0,0,6,0,0,0,0,3,0,19,18,1,6.17679132,0.00965124,523
-77.089855696984273,38.930817498828787,434,0008013,3015,110010008013015,110010008013015,24960,0,63,63,59,0,0,4,0,0,0,0,0,0,2,57,0,0,4,0,0,0,0,0,0,42,38,0,0,4,0,0,0,0,0,0,2,36,0,0,4,0,0,0,0,0,0,21,21,0,6.16701489,0.00963596,524
-77.089771190169245,38.929599506756091,435,0008013,3016,110010008013016,110010008013016,30451,0,45,45,43,1,0,1,0,0,0,0,0,0,0,43,1,0,1,0,0,0,0,0,0,33,31,1,0,1,0,0,0,0,0,0,0,31,1,0,1,0,0,0,0,0,0,18,17,1,7.52382093,0.01175597,525
-77.088035429388441,38.92958180102525,436,0008013,3017,110010008013017,110010008013017,16363,0,23,21,20,0,0,1,0,0,0,0,2,0,0,20,0,0,1,0,0,0,0,2,0,17,16,0,0,1,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,10,8,2,4.04286635,0.00631698,526
-77.086822950310591,38.929582403472565,437,0008013,3018,110010008013018,110010008013018,16384,0,26,26,23,0,0,3,0,0,0,0,0,0,0,23,0,0,3,0,0,0,0,0,0,23,21,0,0,2,0,0,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,11,10,1,4.04822485,0.00632535,527
-77.085615386256634,38.929554637757242,438,0008013,3019,110010008013019,110010008013019,15643,0,18,18,17,0,0,1,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,7,1,3.99342684,0.00623973,528
-77.084424605663258,38.929598594732568,439,0008013,3020,110010008013020,110010008013020,16647,0,39,39,37,0,0,2,0,0,0,0,0,0,3,34,0,0,2,0,0,0,0,0,0,23,22,0,0,1,0,0,0,0,0,0,2,20,0,0,1,0,0,0,0,0,0,13,11,2,3.9849849,0.00622654,529
-77.083601277091958,38.929239330286372,440,0008013,3021,110010008013021,110010008013021,3100,0,4,4,3,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0.76594439,0.00119679,530
-77.082084363980272,38.928937378753432,441,0008013,3022,110010008013022,110010008013022,66929,0,267,333,282,18,0,22,0,11,2,0,5,1,32,262,17,0,22,0,3,1,0,4,1,328,273,17,0,20,0,9,2,0,4,1,29,254,16,0,20,0,3,1,0,3,1,204,228,49,16.53690444,0.02583891,531
