X,Y,OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,SQMILES,ORIG_FID
-76.999768898136494,38.956543456201011,4073,0095071,1010,110010095071010,110010095071010,9068,0,28,27,0,27,0,0,0,0,1,1,0,0,0,0,27,0,0,0,0,1,1,0,0,21,0,20,0,0,0,0,1,1,0,0,0,0,20,0,0,0,0,1,1,0,0,11,9,2,2.24043887,0.00350069,5520
-77.002162245955006,38.955668899907572,4074,0095081,1000,110010095081000,110010095081000,35879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8647216,0.01385113,5521
-77.003128109716656,38.956205470026127,4075,0095081,1001,110010095081001,110010095081001,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25705773,0.00040165,5522
-77.003767885027514,38.954399349940481,4076,0095081,1002,110010095081002,110010095081002,28955,0,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,7.15412199,0.01117832,5523
-77.002457074958215,38.954003133635617,4077,0095081,1003,110010095081003,110010095081003,26084,0,188,178,55,115,1,5,0,2,6,5,1,0,12,48,115,1,4,0,0,6,4,1,0,180,54,108,1,5,0,2,6,5,1,0,12,47,108,1,4,0,0,6,4,1,0,122,113,9,6.36324981,0.00994258,5524
-77.001080128782689,38.953956650426029,4078,0095081,1004,110010095081004,110010095081004,25344,0,293,286,48,224,2,5,0,7,3,3,0,0,16,44,221,2,5,0,0,3,3,0,0,259,43,200,1,4,0,6,3,3,0,0,12,40,197,1,4,0,0,3,3,0,0,190,171,19,6.38984045,0.00998413,5525
-76.999794451874877,38.95427993387964,4079,0095081,1005,110010095081005,110010095081005,25702,0,79,77,0,77,0,0,0,0,2,2,0,0,0,0,77,0,0,0,0,2,2,0,0,75,0,73,0,0,0,0,2,2,0,0,0,0,73,0,0,0,0,2,2,0,0,62,54,8,6.35052154,0.00992269,5526
-77.003556466337713,38.953163580191301,4080,0095081,1006,110010095081006,110010095081006,11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93915729,0.00459243,5527
-77.027548000476941,38.90033168517742,4081,0058001,1006,110010058001006,110010058001006,10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52548507,0.00394607,2763
-77.028752945126669,38.900172063375727,4082,0058001,1007,110010058001007,110010058001007,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47933891,0.00387397,2764
-77.029902725418069,38.899984591674752,4083,0058001,1008,110010058001008,110010058001008,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42323935,0.00066131,2765
-77.030724167812551,38.899036741099629,4084,0058001,1009,110010058001009,110010058001009,31715,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7.83605099,0.01224383,2766
-77.028854726574352,38.899071831342361,4085,0058001,1010,110010058001010,110010058001010,22268,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5.50197032,0.00859683,2767
-77.027560343073361,38.899073392686979,4086,0058001,1011,110010058001011,110010058001011,15103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73166184,0.00583072,2768
-77.0265147154537,38.899075357556264,4087,0058001,1012,110010058001012,110010058001012,15115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73473656,0.00583553,2769
-77.02498116079714,38.899440738050814,4088,0058001,1013,110010058001013,110010058001013,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65768117,0.00571513,2770
-77.023455787068798,38.899138169533281,4089,0058001,1014,110010058001014,110010058001014,13442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32114047,0.00518928,2771
-77.02242942951537,38.89914181456281,4090,0058001,1015,110010058001015,110010058001015,13448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32265261,0.00519164,2772
-77.022941597844493,38.897839721189513,4091,0058001,1016,110010058001016,110010058001016,24435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03748431,0.00943357,2773
-77.024968592223672,38.897839206407525,4092,0058001,1017,110010058001017,110010058001017,19892,0,72,8,7,1,0,0,0,0,0,0,1,1,0,7,1,0,0,0,0,0,0,1,1,9,7,1,0,0,0,0,0,0,1,1,0,7,1,0,0,0,0,0,0,1,1,57,5,0,4.70601063,0.00735314,2774
-77.024990387095201,38.898692767828138,4093,0058001,1018,110010058001018,110010058001018,13461,0,0,63,53,9,0,0,0,1,0,0,0,0,2,52,9,0,0,0,0,0,0,0,0,61,52,8,0,0,0,1,0,0,0,0,2,51,8,0,0,0,0,0,0,0,0,0,46,6,3.53497328,0.0055234,2775
-77.028853508088147,38.897835393251839,4094,0058001,1019,110010058001019,110010058001019,14388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55492183,0.00555457,2776
-77.030791095191319,38.897838082477186,4095,0058001,1020,110010058001020,110010058001020,21771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37916478,0.00840494,2777
-77.032804849677973,38.897840459772809,4096,0058001,1021,110010058001021,110010058001021,15743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88967278,0.00607761,2778
-77.032694153946125,38.89873582362295,4097,0058001,1022,110010058001022,110010058001022,12778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15726667,0.00493323,2779
-77.024978843374498,38.896744669852971,4098,0058001,1023,110010058001023,110010058001023,23477,0,298,290,237,12,2,39,0,0,2,1,6,1,12,225,12,2,39,0,0,2,1,6,1,282,226,10,2,38,0,0,2,1,4,1,11,215,10,2,38,0,0,2,1,4,1,221,195,26,5.80072527,0.00906363,2780
-77.023466111368052,38.896681505533685,4099,0058001,1024,110010058001024,110010058001024,10560,0,11,11,10,0,0,0,1,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,11,10,0,0,0,1,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,9,6,3,2.60909138,0.00407671,2781
-77.022435373107996,38.896679814047104,4100,0058001,1025,110010058001025,110010058001025,10787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66513662,0.00416428,2782
-77.022441040056577,38.895469557448344,4101,0058001,1026,110010058001026,110010058001026,13463,0,223,288,239,25,0,19,0,5,9,2,2,0,32,219,24,0,18,0,1,3,2,2,0,287,234,22,0,19,0,5,6,2,1,0,28,215,21,0,18,0,1,3,2,1,0,368,220,230,3.32650488,0.00519766,2783
-77.023469901664456,38.895472337019342,4102,0058001,1027,110010058001027,110010058001027,13030,0,130,53,48,1,0,3,0,1,0,1,0,0,4,45,1,0,3,0,0,0,1,0,0,54,48,1,0,3,0,1,0,1,0,0,4,45,1,0,3,0,0,0,1,0,0,132,38,12,3.21941558,0.00503034,2784
-77.024980061771217,38.895481632371229,4103,0058001,1028,110010058001028,110010058001028,25550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31280207,0.00986375,2785
-77.026528287876332,38.895466982344438,4104,0058001,1029,110010058001029,110010058001029,13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37772858,0.0052777,2786
-77.026511054443134,38.896746772291927,4105,0058001,1030,110010058001030,110010058001030,12339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04870744,0.00476361,2787
-77.026512856766445,38.897839200545405,4106,0058001,1031,110010058001031,110010058001031,9751,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.40936422,0.00376463,2788
-77.027561803479074,38.897838842898047,4107,0058001,1032,110010058001032,110010058001032,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41775945,0.00377775,2789
-77.027562521008733,38.896747835695145,4108,0058001,1033,110010058001033,110010058001033,12344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04984119,0.00476538,2790
-77.028859603653544,38.896740723369241,4109,0058001,1034,110010058001034,110010058001034,17966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43902006,0.00693597,2791
-77.030800072122986,38.89673924366835,4110,0058001,1035,110010058001035,110010058001035,27766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86051104,0.01071955,2792
-77.032762254359298,38.89682410461625,4111,0058001,1036,110010058001036,110010058001036,17062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2156712,0.00658699,2793
-77.026903592441315,38.914439664959659,4112,0044002,2014,110010044002014,110010044002014,679,0,3,5,3,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0.16786713,0.00026229,2794
-77.024996350121484,38.915211391894964,4113,0044002,2015,110010044002015,110010044002015,14652,0,162,158,100,43,1,14,0,0,3,0,0,0,13,91,43,0,14,0,0,1,0,0,0,139,93,31,1,12,0,0,1,0,0,0,9,86,31,0,12,0,0,1,0,0,0,65,61,4,3.62028631,0.0056567,2795
-77.02345831498512,38.91483656372904,4114,0044002,2016,110010044002016,110010044002016,14617,0,121,121,36,81,0,3,0,1,0,0,0,0,2,36,80,0,3,0,0,0,0,0,0,102,36,62,0,3,0,1,0,0,0,0,2,36,61,0,3,0,0,0,0,0,0,53,48,5,3.61158182,0.0056431,2796
-77.02243354813686,38.914837378676992,4115,0044002,2017,110010044002017,110010044002017,14656,0,46,46,25,19,0,2,0,0,0,0,0,0,0,25,19,0,2,0,0,0,0,0,0,40,24,14,0,2,0,0,0,0,0,0,0,24,14,0,2,0,0,0,0,0,0,22,20,2,3.62119846,0.00565812,2797
-77.024980809353337,38.914465709905514,4116,0044002,2018,110010044002018,110010044002018,14441,0,166,156,91,56,0,9,0,0,1,1,5,0,14,82,54,0,9,0,0,1,1,5,0,150,88,44,0,9,0,0,1,1,4,0,13,79,43,0,9,0,0,1,1,4,0,77,70,7,3.56798191,0.00557497,2798
-77.010680395324954,38.91074343086219,4117,0046001,1000,110010046001000,110010046001000,21034,0,204,197,51,138,0,4,0,4,6,4,4,0,10,50,136,0,4,0,0,3,3,3,0,165,50,100,0,4,0,4,6,4,4,0,10,49,98,0,4,0,0,3,3,3,0,97,84,13,5.19697363,0.00812027,2799
-77.052335759514463,38.892879960318218,4118,0062021,1063,110010062021063,110010062021063,27095,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,6.69433047,0.01045989,3289
-77.052620849751804,38.891506320338337,4119,0062021,1064,110010062021064,110010062021064,83437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.61596475,0.03221244,3290
-77.054018212393416,38.89086539806847,4120,0062021,1065,110010062021065,110010062021065,12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01697766,0.00471403,3291
-77.055694314765958,38.892981005282991,4121,0062021,1066,110010062021066,110010062021066,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14294327,0.00022335,3292
-77.056746827758772,38.89280518730807,4122,0062021,1067,110010062021067,110010062021067,0,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51071201,0.00079799,3293
-77.047112639123355,38.884203581061684,4123,0062021,1068,110010062021068,110010062021068,52154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88621217,0.02013471,3294
-77.04560174820773,38.883903860290509,4124,0062021,1069,110010062021069,110010062021069,8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20260991,0.00344158,3295
-77.046827009121913,38.885864125454631,4125,0062021,1070,110010062021070,110010062021070,106778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.38275243,0.04122305,3296
-77.043070043748642,38.882427765518237,4126,0062021,1071,110010062021071,110010062021071,92715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.90820803,0.03579408,3297
-77.051455327704574,38.888239914743011,4127,0062021,1072,110010062021072,110010062021072,12418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06840265,0.00479438,3298
-77.052000764345664,38.889250059808866,4128,0062021,1073,110010062021073,110010062021073,14229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51561446,0.00549315,3299
-77.051500069079523,38.890299576401247,4129,0062021,1074,110010062021074,110010062021074,12752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15066645,0.00492292,3300
-77.050760353474814,38.889580808142668,4130,0062021,1075,110010062021075,110010062021075,10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56177441,0.00400277,3301
-77.049677357743946,38.889840722947007,4131,0062021,1076,110010062021076,110010062021076,5595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382512,0.00216018,3302
-77.049359840801031,38.891306835740721,4132,0062021,1077,110010062021077,110010062021077,27394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76844613,0.0105757,3303
-77.047766710141261,38.892808171083871,4133,0062021,1078,110010062021078,110010062021078,29418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2686734,0.0113573,3304
-77.049502989501462,38.892806542808898,4134,0062021,1079,110010062021079,110010062021079,17334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28294841,0.00669211,3305
-76.984500282777972,38.922514987422346,4135,0091023,3001,110010091023001,110010091023001,31548,0,359,351,3,345,1,1,0,1,8,4,3,1,2,2,345,1,1,0,0,8,4,3,1,249,3,238,1,1,0,1,5,2,2,1,2,2,238,1,1,0,0,5,2,2,1,180,169,11,7.79487334,0.01217949,5084
-76.981372084775515,38.920802648323189,4136,0091023,3002,110010091023002,110010091023002,55418,0,431,428,4,422,1,1,0,0,3,0,3,0,12,1,413,1,1,0,0,3,0,3,0,279,3,274,1,1,0,0,0,0,0,0,4,1,272,1,1,0,0,0,0,0,0,151,139,12,13.69272361,0.02139488,5085
-76.983048674389281,38.920570054049392,4137,0091023,3003,110010091023003,110010091023003,31483,0,201,201,8,193,0,0,0,0,0,0,0,0,0,8,193,0,0,0,0,0,0,0,0,157,7,150,0,0,0,0,0,0,0,0,0,7,150,0,0,0,0,0,0,0,0,88,77,11,7.77884759,0.01215445,5086
-76.981531897744375,38.919675448746602,4138,0091023,3004,110010091023004,110010091023004,10810,0,101,99,0,93,0,0,0,6,2,0,0,0,7,0,93,0,0,0,1,0,0,0,0,78,0,73,0,0,0,4,1,0,0,0,4,0,73,0,0,0,1,0,0,0,0,41,35,6,2.67105288,0.00417352,5087
-76.994511237770851,38.933657476963702,4139,0092011,1000,110010092011000,110010092011000,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35442604,0.00055379,5088
-76.995252825471823,38.932930740765428,4140,0092011,1001,110010092011001,110010092011001,18385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54250922,0.00709767,5089
-76.996806789800871,38.932642965200039,4141,0092011,1002,110010092011002,110010092011002,7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80715634,0.00282368,5090
-76.996860395012263,38.931550146959474,4142,0092011,1003,110010092011003,110010092011003,25712,0,324,313,279,12,0,10,0,12,7,1,3,2,26,264,11,0,9,0,3,7,1,3,2,323,278,12,0,10,0,12,7,1,3,2,26,263,11,0,9,0,3,7,1,3,2,0,0,0,5.91667891,0.00924481,5091
-76.998554358439577,38.9288215027129,4143,0092011,1004,110010092011004,110010092011004,229617,0,662,645,199,396,0,26,1,23,8,10,6,0,53,173,394,0,26,1,3,7,7,5,0,560,191,313,0,23,1,20,4,7,4,0,46,169,311,0,23,1,3,3,4,3,0,337,311,26,57.17019721,0.08932843,5092
-77.000704156162811,38.931083794720131,4144,0092011,1005,110010092011005,110010092011005,1540,0,90,90,81,3,0,5,0,1,0,0,0,0,3,79,3,0,5,0,0,0,0,0,0,90,81,3,0,5,0,1,0,0,0,0,3,79,3,0,5,0,0,0,0,0,0,0,0,0,0.38046721,0.00059448,5093
-77.002724543743184,38.927995854953885,4145,0092011,1006,110010092011006,110010092011006,187020,0,269,235,40,183,1,1,0,10,12,3,6,1,24,36,178,0,1,0,0,9,2,5,1,249,40,182,1,1,0,10,12,3,6,1,24,36,177,0,1,0,0,9,2,5,1,0,0,0,46.09091658,0.07201706,5094
-77.005007411857278,38.92761353240882,4146,0092011,1007,110010092011007,110010092011007,6192,0,0,15,3,12,0,0,0,0,3,2,1,0,1,3,11,0,0,0,0,3,2,1,0,19,3,12,0,0,0,0,3,2,1,0,1,3,11,0,0,0,0,3,2,1,0,0,0,0,1.64817437,0.00257527,5095
-77.001196977970665,38.925944605468317,4147,0092011,1008,110010092011008,110010092011008,9278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29241923,0.00358191,5096
-76.995573518833339,38.928918976082699,4148,0092011,1009,110010092011009,110010092011009,11560,0,98,92,30,44,1,4,0,13,1,1,1,0,21,20,44,1,4,0,6,1,1,1,0,75,26,36,1,4,0,3,1,1,1,0,12,20,36,1,4,0,0,1,1,1,0,53,49,4,2.85635745,0.00446306,5097
-76.995571881459043,38.929912921036632,4149,0092011,1010,110010092011010,110010092011010,11611,0,87,86,15,59,0,0,0,12,1,0,0,0,17,10,59,0,0,0,0,1,0,0,0,69,11,52,0,0,0,5,1,0,0,0,8,8,52,0,0,0,0,1,0,0,0,40,39,1,2.86882886,0.00448255,5098
-76.99557120822287,38.930899756033099,4150,0092011,1011,110010092011011,110010092011011,11439,0,37,37,3,32,0,1,0,1,0,0,0,0,1,3,32,0,1,0,0,0,0,0,0,28,3,23,0,1,0,1,0,0,0,0,1,3,23,0,1,0,0,0,0,0,0,15,13,2,2.82630874,0.00441611,5099
-76.995576572313979,38.931880821816648,4151,0092011,1012,110010092011012,110010092011012,11411,0,28,28,25,1,0,1,0,1,0,0,0,0,2,24,1,0,1,0,0,0,0,0,0,28,25,1,0,1,0,1,0,0,0,0,2,24,1,0,1,0,0,0,0,0,0,3,2,1,2.81948396,0.00440544,5100
-76.994536587408575,38.929241776625503,4152,0092011,1013,110010092011013,110010092011013,53741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.27849104,0.02074764,5101
-76.997310743234081,38.926050202121274,4153,0092011,1014,110010092011014,110010092011014,20134,0,164,164,19,132,0,1,0,12,0,0,0,0,22,13,128,0,1,0,0,0,0,0,0,137,18,110,0,1,0,8,0,0,0,0,17,13,106,0,1,0,0,0,0,0,0,59,57,2,4.97471816,0.007773,5102
-76.995571087856234,38.92651086040037,4154,0092011,1015,110010092011015,110010092011015,21474,0,141,131,18,104,1,0,0,8,3,0,3,0,13,17,104,1,0,0,1,3,0,3,0,117,17,86,0,0,0,5,3,0,3,0,9,16,86,0,0,0,1,3,0,3,0,69,65,4,5.30570394,0.00829016,5103
-76.99556836187557,38.927926298606025,4155,0092011,1016,110010092011016,110010092011016,11678,0,76,69,25,41,1,2,0,0,6,1,1,2,2,24,41,1,2,0,0,6,1,0,2,63,25,32,1,2,0,0,2,0,1,1,2,24,32,1,2,0,0,2,0,0,1,43,34,9,2.88536291,0.00450838,5104
-76.994402057913362,38.933054926537075,4156,0092011,1017,110010092011017,110010092011017,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31973135,0.00049958,5105
-77.005619433524231,38.923298138356891,4157,0092031,1000,110010092031000,110010092031000,208085,0,279,279,1,278,0,0,0,0,0,0,0,0,4,1,274,0,0,0,0,0,0,0,0,167,1,166,0,0,0,0,0,0,0,0,2,1,164,0,0,0,0,0,0,0,0,95,91,4,51.4138476,0.08033414,5106
-77.007546703685264,38.92642758521216,4158,0092031,1001,110010092031001,110010092031001,23595,0,165,163,21,133,1,5,0,3,2,1,0,0,19,11,132,1,0,0,0,2,1,0,0,138,19,114,1,2,0,2,0,0,0,0,13,11,113,1,0,0,0,0,0,0,0,72,64,8,5.82995458,0.0091093,5107
-77.007987497441661,38.925351270268678,4159,0092031,1002,110010092031002,110010092031002,27110,0,247,232,24,206,1,1,0,0,13,1,1,0,18,20,205,1,1,0,0,1,1,1,0,205,24,171,1,1,0,0,6,1,0,0,12,20,170,1,1,0,0,0,1,0,0,94,85,9,6.6983216,0.01046613,5108
-77.007723162378312,38.922625712473923,4160,0092031,1003,110010092031003,110010092031003,17332,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,4.28237858,0.00669122,5109
